if an abstract noun 45
in an american mess 41
in an american mill 1318
in an american mind 100
in an american mine 152
in an american mining 1376
in an american mode 63
in an american mold 98
in an american navy 109
in an american news 240
in an american park 57
in an american plan 75
in an american play 323
in an american plot 42
in an american port 5496
in an american race 45
in an american radio 75
in an american raid 54
in an american sect 257
in an american ship 2442
in an american shop 132
in an american show 101
in an american sign 265
in an american slum 144
in an american soap 50
in an american sort 60
in an american south 97
in an american suit 60
in an american tail 55
in an american tank 59
in an american text 168
in an american tour 104
in an american town 4054
in an american trial 175
in an american type 46
in an american union 78
in an american unit 97
in an american vein 111
in an american west 43
in an american wood 171
in an american work 993
in an american yard 331
in an amicable form 41
in an amicable mood 136
in an amicable suit 94
in an amicable tone 171
in an ammonium salt 351
in an anaerobic pond 78
in an anaerobic soil 61
in an anaerobic zone 54
in an analogue form 391
in an analogue mode 50
in an analysis dealing 40
in an analysis done 63
in an analysis from 151
in an analysis like 159
in an analysis made 275
in an analysis must 90
in an analysis only 41
in an analysis such 348
in an analysis time 79
in an analysis when 147
in an analysis will 124
in an analytic form 695
in an analytic hour 202
in an analytic mode 128
in an analytic mood 101
in an anarchic realm 100
in an anarchic self 49
in an anatolian town 42
in an anatomic site 94
in an ancestor cult 72
in an anchored boat 113
in an anchored ship 63
in an anecdote from 337
in an anecdote told 863
in an anechoic room 840
in an anguished tone 560
in an anguished wail 72
in an animated body 153
in an animated film 538
in an animated form 117
in an animated game 50
in an animated lump 179
in an animated mood 92
in an animated pose 52
in an animated talk 57
in an animated tone 930
in an antelope horn 51
in an antelope skin 52
in an anteroom full 55
in an anteroom just 54
in an anteroom next 101
in an anthology from 71
in an anthology like 97
in an anthology made 55
in an anthology such 128
in an antiques mall 73
in an antiques shop 1059
in an antitank role 181
in an antitank unit 52
in an apartheid south 44
in an apathetic mood 55
in an apathetic tone 43
in an aperture card 192
in an aperture made 50
in an aphorism from 149
in an appalled tone 127
in an apparent body 54
in an apparent case 168
in an apparent coma 44
in an apparent cure 145
in an apparent daze 84
in an apparent form 56
in an apparent good 57
in an apparent lack 256
in an apparent last 59
in an apparent loss 279
in an apparent mass 50
in an apparent mood 56
in an apparent move 405
in an apparent need 42
in an apparent rage 54
in an apparent rise 58
in an apparent rush 50
in an apparent self 40
in an apparent show 189
in an apparent slip 51
in an apparent time 50
in an appended list 164
in an appended note 848
in an appendix along 45
in an appendix from 44
in an appendix only 90
in an appendix some 337
in an appendix there 46
in an appendix three 50
in an appendix will 45
in an appetizing form 68
in an appliance such 46
in an approach from 177
in an approach like 113
in an approach more 46
in an approach such 97
in an approved bank 197
in an approved case 61
in an approved drug 106
in an approved form 925
in an approved health 73
in an approved high 130
in an approved home 196
in an approved list 126
in an approved plan 301
in an approved post 81
in an approved site 54
in an approved type 77
in an approved unit 59
in an approved work 108
in an aptitude test 301
in an aquarium from 91
in an aquarium full 81
in an aquarium tank 766
in an aquarium trying 86
in an aquarium were 79
in an aquarium when 91
in an aquarium will 217
in an aqueduct from 80
in an archival file 43
in an arguably more 128
in an argument among 78
in an argument during 136
in an argument form 196
in an argument from 685
in an argument have 84
in an argument just 60
in an argument last 46
in an argument leading 52
in an argument like 387
in an argument list 709
in an argument made 101
in an argument meant 49
in an argument more 142
in an argument must 159
in an argument once 42
in an argument only 53
in an argument over 10150
in an argument such 296
in an argument there 97
in an argument upon 246
in an argument very 45
in an argument were 45
in an argument when 364
in an argument will 157
in an arkansas case 166
in an arkansas jail 42
in an arkansas land 107
in an arkansas town 227
in an armament race 299
in an armature coil 1447
in an armature core 181
in an armature slot 60
in an armchair during 49
in an armchair facing 878
in an armchair from 113
in an armchair into 46
in an armchair just 101
in an armchair like 218
in an armchair next 1269
in an armchair over 81
in an armchair reading 1508
in an armchair upon 42
in an armchair wearing 112
in an armchair when 226
in an aromatic broth 169
in an arrested form 70
in an arrested spring 48
in an arrogant mood 102
in an arrogant pose 98
in an arrogant self 43
in an arrogant sort 43
in an arrogant tone 825
in an arthritic knee 54
in an arthritis self 43
in an arthropod host 52
in an artistic form 1754
in an artistic home 130
in an artistic mode 81
in an artistic mood 71
in an artistic plan 76
in an artistic pose 55
in an artistic text 143
in an artistic view 158
in an artistic work 1974
in an asbestos case 381
in an asbestos mill 96
in an asbestos mine 231
in an asbestos suit 237
in an asbestos tube 54
in an ascorbic acid 242
in an aspirate from 124
in an assembly cell 57
in an assembly even 64
in an assembly file 182
in an assembly from 53
in an assembly hall 511
in an assembly having 151
in an assembly held 1104
in an assembly less 85
in an assembly like 472
in an assembly line 7751
in an assembly made 66
in an assembly many 40
in an assembly must 66
in an assembly open 41
in an assembly over 44
in an assembly room 553
in an assembly shop 145
in an assembly such 476
in an assembly task 275
in an assembly there 172
in an assembly were 54
in an assembly when 101
in an assembly will 95
in an assertion made 95
in an assertion will 158
in an assigned reading 156
in an assigned risk 56
in an assigned role 102
in an assigned room 65
in an assigned task 147
in an assigned text 56
in an assigned time 63
in an assisted care 97
in an assisted case 42
in an assisted living 4172
in an asteroid belt 170
in an astounding range 79
in an atlantic city 805
in an atlantic gale 349
in an atlantic port 130
in an atomized form 124
in an atrocious plot 62
in an attached file 112
in an attached list 48
in an attached note 162
in an attached shed 62
in an attention line 42
in an attention task 126
in an attested copy 42
in an attitude from 83
in an attitude full 357
in an attitude half 405
in an attitude into 69
in an attitude like 282
in an attitude more 1192
in an attitude most 89
in an attitude much 40
in an attitude only 56
in an attitude ready 74
in an attitude such 161
in an attitude test 106
in an attitude very 220
in an attitude well 125
in an attrition mill 290
in an attrition rate 53
in an atypical case 199
in an atypical form 191
in an atypical site 69
in an audacious move 91
in an audience during 42
in an audience from 49
in an audience hall 126
in an audience have 40
in an audience held 48
in an audience like 106
in an audience made 46
in an audience room 73
in an audience some 42
in an audience such 42
in an audience when 195
in an audience will 160
in an auditory form 157
in an auditory mode 189
in an auditory task 109
in an augmenting ratio 94
in an authentic case 61
in an authentic copy 100
in an authentic form 1597
in an authentic life 145
in an authentic mode 115
in an authentic reading 40
