if aaron burr had 70
in kabul more than 42
in kabul there was 55
in keeping also with 338
in keeping away all 64
in keeping back any 109
in keeping back her 90
in keeping back his 143
in keeping back our 45
in keeping back this 62
in keeping body and 323
in keeping boys and 62
in keeping boys for 60
in keeping busy and 48
in keeping clean and 156
in keeping cool and 62
in keeping dogs and 144
in keeping down all 155
in keeping down and 71
in keeping down any 102
in keeping down his 211
in keeping down its 224
in keeping down that 49
in keeping down this 89
in keeping even with 115
in keeping fair with 42
in keeping faith and 61
in keeping faith with 718
in keeping food and 50
in keeping from being 96
in keeping from her 160
in keeping from him 150
in keeping from his 81
in keeping from them 126
in keeping good men 66
in keeping guns out 54
in keeping life going 42
in keeping mind and 79
in keeping more than 192
in keeping only one 48
in keeping only two 41
in keeping only with 149
in keeping open and 77
in keeping open his 114
in keeping open its 55
in keeping open our 109
in keeping pace with 5323
in keeping peace and 535
in keeping peace with 286
in keeping rent low 58
in keeping step with 222
in keeping such men 44
in keeping their men 228
in keeping their own 1343
in keeping these men 90
in keeping these things 91
in keeping these two 424
in keeping those two 50
in keeping those who 152
in keeping time and 103
in keeping time with 238
in keeping warm and 121
in keeping well and 92
in keeping well with 120
in keeping what they 276
in keeping what was 82
in keeping what you 102
in keeping young men 117
in keeping your dog 82
in keeping your head 99
in keeping your job 103
in keeping your own 188
in keeping your seat 57
in kenya during this 109
in kenya have had 85
in kenya have not 188
in kenya last year 40
in kenya more than 72
in kenya only one 104
in kenya other than 87
in kenya said that 44
in kenya show that 232
in kenya there are 247
in kenya there has 60
in kenya there was 214
in kenya were not 235
in kenya when she 61
in kenya when they 72
in kenya will not 63
in khaki will not 49
in killing deer and 70
in killing game and 88
in killing game for 78
in killing jews and 46
in killing lice and 61
in killing more than 263
in killing only one 355
in killing only two 49
in killing other men 136
in killing rats and 70
in killing seals and 43
in killing some one 133
in killing their own 172
in killing these men 70
in killing those that 41
in killing those who 320
in killing three and 40
in killing three men 55
in killing time with 41
in kitty hawk and 82
in kneading bread with 57
in knots here and 71
in knots like this 58
in knots over this 98
in knots when she 71
in knots when they 51
in knots when you 42
in knowing also how 51
in knowing good and 299
in knowing just how 906
in knowing just who 65
in knowing many things 139
in knowing more and 161
in knowing more than 336
in knowing only that 101
in knowing other things 84
in knowing such things 201
in knowing their own 259
in knowing there are 175
in knowing there was 161
in knowing these things 192
in knowing those things 67
in knowing truth and 46
in knowing what and 126
in knowing what are 243
in knowing what can 183
in knowing what each 96
in knowing what god 163
in knowing what goes 131
in knowing what had 282
in knowing what has 437
in knowing what hath 83
in knowing what her 45
in knowing what his 238
in knowing what its 75
in knowing what may 51
in knowing what men 61
in knowing what not 245
in knowing what one 561
in knowing what our 172
in knowing what she 295
in knowing what that 329
in knowing what they 1260
in knowing what things 151
in knowing what this 175
in knowing what was 1374
in knowing what you 1614
in knowing when and 1040
in knowing when his 47
in knowing when not 143
in knowing when one 189
in knowing when that 42
in knowing when they 233
in knowing when this 68
in knowing when you 207
in knowing your own 119
in known ways and 67
in korean life and 47
in kyoto there was 77
in labor camp for 68
in labor cost and 392
in labor cost are 95
in labor cost can 52
in labor cost due 112
in labor cost for 162
in labor cost may 41
in labor cost per 599
in labor cost that 143
in labor cost was 97
in labor cost with 42
in labor during this 60
in labor laws and 362
in labor laws that 83
in labor more than 229
in labor peace and 108
in labor saving and 45
in labor time and 298
in labor time per 54
in labor union and 59
in labor were not 61
in labor when her 69
in labor when she 124
in labor when they 94
in labor when you 48
in labor will not 56
in laced coat and 69
in laced hats and 110
in lagos there was 69
in lagos were not 69
in lakes erie and 616
in lakes there are 40
in lambs less than 71
in lamps used for 44
in landing fees and 59
in lands afar off 47
in lands from his 61
in lands held for 57
in lands less than 87
in lands like our 62
in lands other than 724
in lands used for 45
in large areas and 918
in large areas are 143
in large areas being 124
in large areas but 55
in large areas can 88
in large areas east 40
in large areas for 209
in large areas has 77
in large areas may 69
in large areas near 54
in large areas than 78
in large areas that 398
in large areas they 79
in large areas was 67
in large areas with 384
in large bags and 143
in large bags for 41
in large baking pan 153
in large band and 56
in large bars and 43
in large bays and 77
in large beds and 119
in large beds with 54
in large bins and 54
in large blue and 83
in large bowl and 1109
in large bowl with 637
in large bulk and 68
in large cans and 134
in large cars and 61
in large cars with 40
in large city and 98
in large dams and 40
in large dogs and 58
in large dose and 54
in large font and 52
in large frying pan 936
in large gangs and 116
in large giving and 62
in large hand and 47
in large hats and 171
in large heads and 40
in large heaps and 166
in large heaps for 49
in large heaps near 45
in large heaps with 43
in large heavy pot 97
in large ideas and 51
in large iron and 53
in large jars and 254
in large jars with 66
in large lots and 808
in large lots for 203
in large lots that 110
in large lots with 43
in large mining and 55
in large nets and 74
in large ones and 154
in large ones for 43
in large ones that 44
in large ones they 72
in large ones with 48
in large open pit 57
in large pans and 88
in large part all 73
in large part and 1003
in large part any 50
in large part are 1479
in large part being 407
in large part both 622
in large part but 361
in large part can 322
in large part cut 148
in large part deal 42
in large part did 143
in large part does 72
in large part due 35096
in large part for 17693
in large part goes 52
in large part had 548
in large part has 674
in large part her 236
in large part his 1220
in large part how 791
in large part its 887
in large part lay 57
in large part led 222
in large part man 56
in large part may 214
in large part men 61
in large part met 98
in large part new 303
in large part non 255
in large part not 1391
in large part now 107
in large part off 126
in large part one 976
in large part our 417
