abandoning sentient beings 71
actually smuggled into 138
actually snatched away 45
actually snatched from 129
actually somebody else 229
actually somewhat less 2182
actually somewhat like 94
actually somewhat more 3116
actually specifying what 112
actually spirited away 46
actually squeezed forth 56
actually squeezed into 73
actually staggering from 64
actually startled when 90
actually stationed there 165
actually strengthen their 227
actually strengthen your 251
actually stricken dumb 65
actually stripped from 44
actually stumbled into 89
actually stumbled onto 106
actually stumbled over 263
actually stumbled upon 329
actually subsisting upon 60
actually subtract from 105
actually suffered during 95
actually suffered from 2823
actually suffered harm 75
actually suffered less 267
actually suffered loss 174
actually suffered more 702
