sadly proud gesture of 171
small white flowers of 428
small white flowers on 430
small white letters on 85
small white nodules in 57
small white nodules on 42
small white patches in 58
small white patches of 164
small white patches on 337
small whole numbers by 110
small whole numbers in 65
small whole numbers of 90
small whole numbers or 44
small whole numbers the 43
small whole numbers to 137
small woman dressed in 325
small woman wrapped in 41
small working library of 61
small working parties of 44
small working parties to 56
small working volumes do 59
small yearly tribute to 51
smell odors millions of 93
smell quite strongly of 119
smelt rather strongly of 80
smile again appeared on 71
smile faded quickly as 121
smile never wavered as 221
smile playing soberly on 70
smile shall gladden me 95
smile still hovered on 66
smile which answers to 174
smile which appeared on 87
smile which appeared to 174
smile which assured me 51
smile which crossed the 93
smile which hovered on 75
smile which lighted up 823
smile which mantled on 112
smile which revealed the 83
smile while listening to 202
smile within himself at 116
smile would flicker on 54
smiling rather vaguely on 53
smiling within herself at 140
smiling woman dressed in 49
smoke blows towards the 60
smoke curling against the 158
smoke curling towards the 107
smoke curling upwards in 156
smoke first towards the 104
smoke large numbers of 105
smoke might attract the 124
smoke rolling towards the 125
smoke which appeared to 133
smoke which blinded me 42
smoke which covered the 209
smoke which darkens the 94
smoke which floated in 165
smoke which overhung the 212
smoke which streamed up 77
smoke while listening to 105
smoke would attract the 118
smoke would envelop the 51
smoke would obscure the 43
smoking bombs appeared to 49
smoking crack cocaine in 197
smoking large amounts of 57
smoking ruins defaced the 88
smooth black surface of 232
smooth blend between the 66
smooth brown surface of 50
smooth cheek against the 50
smooth curve because the 43
smooth curve between the 277
smooth curve defined by 76
smooth curve similar to 57
smooth glass surface of 101
smooth green surface of 98
smooth inner surface is 85
smooth inner surface of 1332
smooth inner surface to 58
smooth joint between the 40
smooth level surface of 62
smooth medial surface of 42
smooth metal surface is 53
smooth metal surface of 71
smooth motion between the 52
smooth outer surface is 82
smooth outer surface of 437
smooth plane surface of 55
smooth round surface of 45
smooth sailing between the 40
smooth shining surface of 104
smooth shiny surface of 55
smooth sloping surface of 48
smooth space between the 109
smooth stone circles of 78
smooth swell between the 48
smooth under surface of 79
smooth upper surface of 238
smooth water between it 56
smooth water between the 155
smooth water towards the 52
smooth white expanse of 74
smooth white surface is 52
smooth white surface of 334
smooth working together of 84
snake quite unknown to 42
sneaking quick glances at 41
snows which covered the 187
snowy piles smoothly on 58
snowy white against the 215
snowy white flowers in 48
sober faces relaxed at 43
sober grace adheres to 104
sober looking servant in 53
sober sense rejects it 43
social abyss between the 46
social action according to 147
