sabbath day according to 630
shovel and brought it 61
shovel and carried it 41
shovel and pickaxe to 76
shovel and scooped up 78
shovel and started to 317
shovel was brought in 40
shoves her against the 43
shoves him against the 110
showed all degrees of 67
showed any ability to 122
showed any ambition to 49
showed any anxiety to 202
showed any attempt at 57
showed any attempt to 57
showed any aversion to 92
showed any concern at 49
showed any concern or 69
showed any decline in 42
showed any decrease in 50
showed any effects of 113
showed any increase in 288
showed any increase of 41
showed any jealousy of 78
showed any promise as 50
showed any promise at 68
showed any promise of 329
showed any relation to 88
showed any respect to 85
showed any sympathy or 42
showed any sympathy to 62
showed any symptom of 375
showed any variation in 66
showed any weakness in 50
showed any weakness or 42
showed both letters to 40
showed due respect to 240
showed few effects of 57
showed her ability as 58
showed her ability to 340
showed her anxiety to 56
showed her bruises to 48
showed her capable of 69
showed her concern by 44
showed her concern so 118
showed her courage by 45
showed her delight at 78
showed her delight by 84
showed her delight in 98
showed her devotion by 47
showed her devotion to 313
showed her dislike of 133
showed her dislike to 51
showed her dressed in 70
showed her everything he 51
showed her friends the 78
showed her herself as 48
showed her husband the 316
showed her jealousy of 54
showed her letters to 105
showed her loyalty to 87
showed her mastery of 89
showed her parents the 75
showed her picture to 147
showed her pleasure at 129
showed her pleasure by 119
showed her pleasure in 149
showed her purpose of 84
showed her purpose to 94
showed her several of 40
showed her support by 46
showed her sympathy by 109
showed her sympathy in 85
showed her visitor to 40
showed him capable of 379
showed him dressed as 189
showed him dressed in 144
showed him everything he 96
showed him everything in 82
showed him exactly the 47
showed him plainly the 57
showed him portions of 43
showed him records of 54
showed him respect by 42
showed him samples of 216
showed him several of 151
showed him unworthy of 41
showed him wherein he 44
