sabot laid trustingly by 94
shown here contains the 102
shown here displays the 95
shown here includes the 106
shown here indicate the 152
shown here presents the 40
shown here provides an 49
shown here reflects the 121
shown here suggests the 44
shown just underneath the 53
shown keen interest in 2269
shown keen interest to 99
shown kind interest in 56
shown least interest in 43
shown less evidence of 46
shown less interest in 1064
shown less tendency to 176
shown many examples of 299
shown many symptoms of 163
shown more activity in 54
shown more affinity to 61
shown more alacrity in 50
shown more attention to 107
shown more boldness in 82
shown more directly by 134
shown more directly in 144
shown more eagerness to 79
shown more enthusiasm in 40
shown more evidence of 117
shown more formally by 44
shown more formally in 76
shown more interest in 3244
shown more judgment in 110
shown more kindness in 48
shown more kindness to 53
shown more progress in 52
shown more readiness to 150
shown more recently by 158
shown more recently in 54
shown more recently to 94
shown more strikingly by 78
shown more strikingly in 75
shown more strikingly the 51
shown more tendency to 79
shown most directly by 99
shown most directly in 51
shown most forcibly by 64
shown most forcibly in 50
shown most interest in 192
shown most markedly in 104
shown most obviously by 79
shown most obviously in 151
shown most readiness to 88
shown most recently by 132
shown most recently in 114
shown most strikingly by 452
shown most strikingly in 504
shown moving pictures of 67
shown much activity in 106
shown much attention to 65
shown much eagerness to 98
shown much enlarged in 70
shown much enthusiasm in 90
shown much evidence of 212
shown much interest in 9423
shown much interest or 50
shown much judgment in 211
shown much kindness by 88
shown much kindness in 67
shown much kindness to 373
shown much progress in 102
shown much readiness to 65
shown much tendency to 99
shown other evidence of 43
shown other examples of 48
shown poor judgment in 311
shown poor response to 56
shown rare judgment in 60
shown some activity in 246
shown some attention to 107
shown some benefits in 63
shown some capacity to 119
shown some curiosity to 41
shown some distrust of 66
shown some efficacy in 445
shown some evidence of 1011
shown some examples of 379
shown some glimmering of 60
shown some intention of 76
shown some interest in 5184
shown some kindness to 176
shown some pictures of 107
shown some potential in 60
shown some potential to 42
shown some progress in 158
shown some readiness to 144
shown some reduction in 116
shown some response to 152
shown some sagacity in 101
shown some surprise at 50
shown some symptoms of 586
shown some tendency to 990
shown such alacrity in 56
shown such eagerness to 152
shown such greatness as 98
shown such interest in 818
shown such kindness to 250
shown such readiness to 142
shown such symptoms of 53
shown their affection to 145
shown their approval by 46
shown their approval of 220
shown their capacity in 52
shown their capacity to 652
shown their contempt of 85
shown their distrust of 55
shown their eagerness to 137
shown their efficacy in 77
shown their fidelity to 57
shown their intention of 182
shown their intention to 184
shown their interest by 145
shown their interest in 1344
shown their interest to 53
shown their judgment in 63
shown their potential as 40
shown their potential in 56
shown their potential to 71
shown their presence in 131
shown their readiness to 906
shown their tendency to 50
shown these materials to 68
shown these pictures to 43
shown these problems to 48
shown three examples of 75
shown upon analysis to 126
shown very forcibly by 40
shown very markedly by 42
shown very markedly in 57
shown very prettily by 74
shown very recently by 43
shown very strikingly by 206
shown very strikingly in 277
shown were designed by 46
shown were obtained at 96
shown were obtained by 487
shown were obtained in 260
shown were obtained on 77
shown were produced by 61
shown were selected to 60
shown what happened to 105
shown when compared to 41
shown when describing the 49
shown when discussing the 202
shown when relieved of 52
shown wide variations in 299
shown will probably be 47
shown your highness the 54
shown your interest in 81
shown your passport at 53
shown zero interest in 50
shows clear evidence of 5738
shows clear examples of 118
shows clear patterns of 130
shows clear symptoms of 128
shows data concerning the 179
shows data obtained at 190
shows data obtained by 652
shows data obtained in 419
shows data obtained on 211
shows data pertaining to 48
shows data reported by 66
shows deep interest in 177
shows depth profiles of 202
shows early evidence of 222
shows fine examples of 168
shows five examples of 330
shows four examples of 1472
shows four positions of 116
shows good evidence of 255
shows good examples of 284
shows good judgment in 633
shows good judgment on 41
shows good progress in 66
shows good response to 130
shows great activity in 81
shows great affinity to 190
shows great attention to 268
shows great delicacy of 160
shows great eagerness to 42
shows great goodness of 50
shows great interest in 2784
shows great judgment in 62
shows great kindness to 288
shows great potential as 306
shows great potential in 370
shows great potential to 88
shows great progress in 134
shows great readiness to 85
shows great sagacity in 52
shows great tenacity of 49
shows great tendency to 244
