head among storms and 61
him were laughing and 109
him were loaded with 40
him were marked with 49
him were merely his 50
him were placed his 87
him were placed two 135
him were pleased with 40
him were seized and 143
him were seized with 127
him were serious and 41
him were silent and 105
him were simple and 41
him were smeared with 52
him were stated with 66
him were strange and 43
him were struck with 375
him were stupid with 47
him were thieves and 124
him were treated with 256
him were united all 150
him were united two 41
him were unjust and 42
him were varied and 43
him were various and 44
him were vested all 49
him were watching him 62
him what advice and 81
him what amount has 43
him what amused him 54
him what answer they 50
him what castle that 47
him what caused him 114
him what caused his 53
him what christ had 46
him what course they 42
him what course was 55
him what effect his 72
him what little she 317
him what little they 92
him what needed doing 43
him what passed for 81
him what pleases you 51
him what profit and 46
him what relief they 62
him what scylla and 52
him what spirit was 45
him what strange things 42
him what struck him 79
him what turned out 117
him when absent and 94
him when almost his 42
him when another man 153
him when applying for 65
him when called for 75
him when dinner was 72
him when nobody but 73
him when nobody was 101
him when school was 171
him when searching for 73
him when someone was 91
him when something goes 50
him when something was 140
him when supper was 40
him whom before they 40
him whom christ has 65
him whom nature has 96
him whom passion and 44
him will acquit him 95
him will affect him 67
him will affect his 56
him will compel him 43
him will defend him 40
him will direct his 118
him will enable him 203
him will enable you 65
him will follow him 60
him will forget his 77
him will induce him 44
him will permit him 68
him will realize that 100
him will recall his 52
him will remain with 52
him will strike him 63
him wise beyond his 80
him wise enough not 47
him wish almost that 55
him word through his 59
him work beyond his 60
him work harder and 147
him work harder for 62
him work harder than 182
him work through his 751
him work through this 97
him worth pursuing and 43
him worth striving for 55
him years before and 233
him years before for 51
him years before his 70
him years before that 228
him years earlier and 71
him young enough for 58
him your advice and 115
him your blessing and 139
him your esteem and 59
him your friend and 126
him your friend for 197
him your letter and 370
him your letter with 61
him your number and 95
him your opinion and 49
him your opinion that 113
him your reasons for 122
him your rubric and 41
him your strength and 42
hip ratio greater than 206
his able advice and 89
his able friend and 59
his aching desire for 53
his aching joints and 90
his acting before her 137
his acting career and 383
his acting career for 44
his acting career had 111
his acting career was 397
his acting career with 330
his acting skills and 124
his acting talent and 66
his acts before god 42
his acts murder was 73
his acts proved that 139
his acts should not 69
his acts showed that 46
his aged cheeks and 53
his aged friend and 127
his aged parent and 87
his aids nimbly got 44
his ailing friend and 42
his alms before men 68
his angel before him 74
his angel before thee 811
his angel before them 57
his angel before you 199
his anger abated and 64
his anger behind him 40
his anger better than 57
his anger blazed out 46
his anger burned and 68
his anger burned with 48
his anger caused him 71
his anger choked him 62
his anger cooled and 123
his anger flamed out 40
his anger inward and 66
his anger mounting with 43
his anger passed and 58
his anger prayed that 63
his anger through his 98
his anger toward god 130
his anger toward her 571
his anger toward him 63
his anger toward his 1628
his anger toward them 143
his anger toward you 55
his anger without being 65
his angry brother and 40
his angry feelings and 278
his angry feelings are 66
his angry feelings had 103
his arab allies and 79
