sabbath rang slowly in the 335
smiled and nodded to us 75
smiled and passed it to 41
smiled and passed on to 46
smiled and patted me on 585
smiled and picked it up 108
smiled and picked up my 48
smiled and picked up the 824
smiled and reached up to 381
smiled and seemed to be 325
smiled and sighed at the 88
smiled and smiled at me 42
smiled and smiled at the 43
smiled and stared at me 80
smiled and stared at the 140
smiled and talked to me 114
smiled and talked to the 113
smiled and thought of the 135
smiled and tugged at the 41
smiled and turned on the 144
smiled and turned to go 288
smiled and turned to me 177
smiled and turned to the 754
smiled and turned up the 53
smiled and walked to the 511
smiled and walked up the 70
smiled and walked up to 206
smiled and winked as he 71
smiled and winked at me 856
smiled and winked at the 327
smiled and winked at us 43
smiled with relief as he 80
smiled with relief as the 41
smiled with relief at the 113
smiles and favors of the 90
smiles and frowns of it 62
smiles and frowns of the 253
smiles and points to the 272
smiles and shakes of the 72
smiles and shrugs of the 40
smoked and looked at the 219
smoked and stared at the 171
smoked and steamed in the 40
smoked and talked in the 69
smoked and talked of the 79
smoked and thought of the 51
smoked our cigars in the 64
smoothing and rounding of the 123
smother her emotion in the 69
snacks and drinks at the 129
snacks and drinks in the 100
snacks and drinks to the 50
snacks are served at the 64
snacks are served in the 246
snacks are served on the 42
snails are likely to be 57
snakes are common in the 93
snakes are likely to be 125
snakes are native to the 52
snakes are thought to be 58
snapping and cracking in the 58
snapping and cracking of the 114
snapping and gurgling as if 50
snapping and snarling at the 112
snapping and snarling in the 159
snapping and snarling of the 136
snares and dangers of the 103
snares and poison in the 143
snarling and growling as of 95
snarling and growling at the 50
snarling and growling of the 42
snarling and snapping at the 361
snarls and growls of the 82
sneers and scoffs of the 51
sneers and taunts of the 75
sneezing and coughing in the 71
sneezing and watering of the 124
sniffing and growling at it 47
sniffing and snorting of the 45
snipping and snapping at the 43
snorting and stamping of the 159
soccer was played in the 43
socket and looked at it 49
socket and passed it to 113
sodium and carbon in my 53
sodium and lithium in the 63
sodium and oxygen in the 83
sodium ions remain in the 97
soften his stance on the 47
soften its impact on the 78
softer and softer as he 86
softer and softer as it 47
softer and softer as the 166
softer and softer in the 119
softly and almost as if 57
softly and gently as the 61
softly and gently to the 47
softly and looked at me 47
softly and looked at the 93
softly and looked up at 112
softly and reached up to 42
softly and slowly to the 52
softly and stared at the 42
softly and turned to the 44
softly and walked to the 88
softly but clearly on the 43
solace and refuge in the 60
solace and strength in the 179
solace and strength to the 54
solely and simply at the 54
solely and simply by the 102
solely and simply in the 63
solely and simply of the 49
solely and simply on the 105
solely and simply to sing 44
solely and simply to the 115
solely and wholly by the 49
solely and wholly in the 89
solely and wholly on the 81
solely and wholly to the 161
solely for export to the 72
solely with changes in the 40
solely with regard to the 1215
solely with whoever is the 88
solemn and august to the 44
solemn and fearful to be 49
solemn and imposing in the 76
solemn and sacred by it 120
solemn and sacred to be 41
solemn and serene is the 58
solemn and serious to be 98
solemn and touching in the 40
solemn and touching is the 178
solemn vow always to be 51
solids and fluids in the 251
solids and fluids of the 2847
solids are joined to it 42
solids are likely to be 117
solids that remain in the 90
solids that settle to the 83
solved and melted in the 72
solved and molten in the 50
solved for values of the 81
solved with little or no 87
solved with regard to the 257
someone does something to me 43
someone for something he or 68
someone had access to the 58
someone had broken in to 47
someone had cleaned up the 64
someone had fallen in the 42
someone had forced me to 44
someone had gotten to the 42
someone had kicked me in 350
someone had picked it up 327
someone had picked up the 247
someone had placed in the 52
someone had placed on the 97
someone had pulled up the 161
someone had spoken to me 156
someone had struck me in 64
someone had talked to me 102
someone had tapped me on 58
someone had thought of it 121
someone had thought of the 56
someone had turned it on 95
someone had turned on an 53
someone had turned on the 469
someone had turned up the 374
someone had walked in on 58
someone had walked in the 63
someone had walked up to 75
someone had worked on the 40
someone has access to the 117
someone has picked up the 47
someone has spoken to me 47
someone has thought of it 75
someone has turned on the 82
someone not belonging to the 114
someone not engaged in the 56
someone not versed in the 43
someone old enough to be 530
someone put something in the 43
someone she thought of as 98
someone she wanted me to 88
someone she wanted to be 78
someone that something is the 122
someone they looked up to 46
someone they wanted to be 46
