tabled the jews from 139
thought the bill went 104
thought the bird must 99
thought the boat must 40
thought the boers were 128
thought the book dull 169
thought the book good 97
thought the book must 68
thought the book very 52
thought the book worth 157
thought the boys were 1081
thought the bringing over 107
thought the cars were 97
thought the case more 52
thought the case over 75
thought the case very 122
thought the city very 65
thought the cops were 313
thought the corn bill 40
thought the corn came 48
thought the cows were 42
thought the crew were 60
thought the dark areas 50
thought the data were 76
thought the days were 98
thought the deaths were 47
thought the dining room 89
thought the dogs were 263
thought the door must 68
thought the dream gave 52
thought the dream meant 163
thought the duke lost 45
thought the eggs must 41
thought the eggs were 88
thought the eyes were 146
thought the fact worth 64
thought the fans were 40
thought the fire must 45
thought the fish were 115
thought the game lost 40
thought the game worth 107
thought the girl must 148
thought the gods were 498
thought the good guys 43
thought the good lady 219
thought the good life 90
thought the good lord 73
thought the good news 59
thought the guns were 166
thought the guys were 142
thought the hard part 127
thought the heart must 408
thought the home rule 74
thought the ideas were 167
thought the jews were 460
thought the just gods 43
thought the kids were 582
thought the lady must 74
thought the lady very 69
thought the last hour 108
thought the last item 54
thought the last line 68
thought the last look 80
thought the last part 130
thought the last three 60
thought the last time 891
thought the last word 282
thought the laws were 149
thought the least said 83
thought the left hand 46
thought the less said 279
thought the lions were 65
thought the living room 93
thought the lord said 41
thought the lucy apse 55
thought the maid said 65
thought the main body 113
thought the mass media 47
thought the media were 166
thought the mere fact 88
thought the mind must 71
thought the more rare 86
thought the most able 87
thought the most holy 75
thought the name came 81
thought the name made 46
thought the name meant 74
thought the news from 50
thought the news media 103
thought the next best 372
thought the next call 41
thought the next move 89
thought the next step 451
thought the next time 307
thought the north pole 42
thought the north star 41
thought the nuns were 68
thought the odds were 854
thought the only fair 76
thought the only good 724
thought the only hope 280
thought the only kind 123
thought the only lord 48
thought the only means 229
thought the only ones 55
thought the only other 40
thought the only safe 89
thought the only sure 44
thought the only time 97
thought the only true 158
thought the open door 45
thought the other boys 112
thought the other girl 94
thought the other guys 53
thought the other half 95
thought the other kids 163
thought the other knew 50
thought the other meant 61
thought the other more 208
thought the other must 111
thought the other ones 45
thought the other side 391
thought the other three 176
thought the pair were 94
thought the pins were 102
thought the plan good 210
thought the plan just 43
thought the plan over 53
thought the plan poor 67
thought the plan very 43
thought the plan worth 184
thought the play very 86
thought the poems were 206
thought the poor chap 44
thought the poor girl 478
thought the poor lady 64
thought the poor soul 79
thought the poor were 154
thought the poor young 48
thought the rats were 45
thought the reds were 60
thought the rest were 56
thought the rich were 108
thought the riots were 65
thought the risk worth 263
thought the road from 105
thought the road must 53
thought the room very 78
thought the rope more 95
thought the same fate 60
thought the same ideas 53
thought the same kind 141
thought the same once 44
thought the same rule 98
thought the same sort 141
thought the same when 635
thought the ship must 181
thought the shoes were 45
thought the shot came 108
thought the shot went 46
thought the show went 52
thought the sign said 47
thought the sioux were 67
thought the songs were 122
thought the step must 43
thought the taking away 67
thought the teams were 41
thought the tears came 46
thought the tears were 161
thought the term meant 113
thought the three were 70
thought the time come 165
thought the time must 43
thought the time ripe 1466
thought the time very 97
thought the time well 149
thought the time when 43
thought the tree must 54
thought the true meaning 60
thought the true text 57
thought the union army 91
thought the very best 511
thought the very city 49
thought the very fact 87
thought the very great 46
thought the very least 85
thought the very name 142
thought the very next 80
thought the very same 501
thought the view from 194
thought the wars were 51
thought the wild rose 47
thought the wind blew 82
