tang of blood filled 41
that he alone seemed 234
that he alone should 4694
that he alone stands 111
that he alone thought 40
that he appear before 2283
that he asked another 72
that he asked pardon 179
that he asked someone 53
that he asked whether 423
that he awoke before 48
that he badly needed 1106
that he badly wanted 891
that he began almost 135
that he began already 78
that he began another 106
that he began applying 43
that he began before 74
that he began building 448
that he began carrying 57
that he began coughing 40
that he began drinking 271
that he began gathering 43
that he began laughing 108
that he began openly 88
that he began painting 222
that he began planning 153
that he began preaching 157
that he began reciting 43
that he began revising 43
that he began school 114
that he began screaming 46
that he began searching 60
that he began serious 86
that he began shooting 49
that he began shouting 66
that he began slowly 86
that he began spending 59
that he began studying 290
that he began visiting 41
that he began widely 41
that he began without 46
that he bowed before 309
that he breaks through 176
that he broke through 1615
that he built across 44
that he built altars 108
that he built another 149
that he built around 188
that he built houses 83
that he built twelve 64
that he burst through 206
that he calls christ 80
that he calls nature 67
that he cared deeply 770
that he cared enough 1311
that he cared greatly 176
that he cared little 6552
that he cared naught 245
that he cared neither 614
that he cared whether 339
that he cares deeply 238
that he cares enough 457
that he cares little 1283
that he cares neither 154
that he cares whether 40
that he casts around 283
that he cause public 56
that he change places 52
that he chose always 52
that he chose another 127
that he chose instead 161
that he chose neither 187
that he chose twelve 105
that he chose wisely 154
that he comes across 2842
that he comes around 44
that he comes before 665
that he comes closer 310
that he comes nearest 727
that he comes through 326
that he comes without 64
that he could absent 162
that he could absorb 626
that he could accede 84
that he could accept 6262
that he could access 381
that he could accuse 251
that he could acquit 128
that he could adduce 311
that he could adhere 73
that he could adjust 807
that he could admire 852
that he could advise 753
that he could affect 546
that he could affirm 321
that he could afford 21821
that he could alight 110
that he could allege 224
that he could allude 107
that he could almost 9174
that he could already 1337
that he could always 12773
that he could ambush 50
that he could amount 62
that he could anchor 89
that he could answer 4456
that he could anyhow 105
that he could appease 193
that he could arouse 457
that he could arrange 3967
that he could arrest 600
that he could arrive 1204
that he could ascend 286
that he could aspire 322
that he could assail 67
that he could assent 114
that he could assert 974
that he could assess 491
that he could assign 631
that he could assist 1357
that he could assume 2027
that he could assure 2405
that he could attach 697
that he could attack 1779
that he could attain 2062
that he could attend 4893
that he could attest 156
that he could awaken 264
that he could banish 204
that he could barely 16512
that he could barter 104
that he could battle 87
that he could become 10977
that he could before 630
that he could behave 631
that he could behold 277
that he could bequeath 339
that he could berate 42
that he could bestow 1134
that he could betray 278
that he could better 11948
that he could boldly 90
that he could borrow 2098
that he could bounce 101
that he could bridge 139
that he could bridle 49
that he could broach 59
that he could broker 42
that he could browse 45
that he could button 66
that he could bypass 174
