tabu holds also for 173
their lives came with 51
their lives caring for 467
their lives clean and 52
their lives coping with 74
their lives dealing with 358
their lives down for 285
their lives during and 168
their lives during his 88
their lives during its 76
their lives during that 411
their lives during this 1066
their lives during two 53
their lives during war 87
their lives even and 44
their lives even for 120
their lives even now 86
their lives even with 56
their lives feel that 93
their lives felt that 83
their lives find that 164
their lives free and 42
their lives from all 186
their lives from any 112
their lives from being 338
their lives from both 62
their lives from day 981
their lives from death 111
their lives from each 57
their lives from god 78
their lives from her 67
their lives from him 68
their lives from his 175
their lives from its 83
their lives from men 49
their lives from not 94
their lives from now 107
their lives from one 366
their lives from our 55
their lives from sin 67
their lives from that 1005
their lives from them 334
their lives from then 77
their lives from this 688
their lives from year 53
their lives full and 60
their lives gave them 134
their lives give them 72
their lives have all 47
their lives have any 120
their lives have got 40
their lives have had 830
their lives have led 99
their lives have not 1361
their lives have now 49
their lives have read 215
their lives have run 74
their lives have set 51
their lives have they 236
their lives here and 571
their lives here are 77
their lives here for 52
their lives here with 41
their lives holy and 50
their lives hoping for 51
their lives hoping that 85
their lives into art 64
their lives into each 47
their lives into god 79
their lives into her 72
their lives into his 257
their lives into its 66
their lives into new 101
their lives into one 547
their lives into our 104
their lives into that 89
their lives into this 186
their lives into two 278
their lives just for 156
their lives know that 110
their lives laid out 54
their lives last year 59
their lives leads them 56
their lives left them 52
their lives less than 194
their lives lest they 54
their lives like men 155
their lives like that 652
their lives like they 113
their lives like this 311
their lives like you 66
their lives living and 91
their lives living out 40
their lives living with 115
their lives longing for 115
their lives made them 355
their lives make them 210
their lives meaning and 678
their lives means that 241
their lives meant that 197
their lives more and 341
