tact directing 56 tail
empires 304 their estates
76 their exports 640
their freedom 183 their
friends 47 their function
111 their history 276
their hygiene 80 their
imports 141 their location
78 their machine 234
their markets 78 their
masters 243 their muscles
85 their origins 86
their outputs 41 their
position 385 their process
93 their produce 47
their product 58 their
profits 47 their program
110 their prowess 103
their quality 60 their
research 157 their schemes
41 their schools 98
their secrets 142 their
sectors 1210 their service
69 their slavery 63
their society 188 their
sources 42 their success
298 their support 42
their systems 344 their
talents 57 their targets
45 their tariffs 101
their utility 75 their
welfare 103 their workers
296 their behavior 83
their desires 89 their
diseases 40 their fixation
41 their language 50
their objects 49 their
origins 117 their sources
48 their vengeance 40
their diseases 152 their
according 110 their affects
93 their against 5789
their although 51 their
appeared 157 their because
850 their becomes 969
their between 158 their
brought 248 their carried
118 their carries 47
their chiefly 360 their
counted 102 their decline
173 their declining 86
their depending 96 their
depends 829 their derived
84 their derives 100
their despite 106 their
differs 81 their diluted
65 their divided 42
their dwindle 57 their
eastward 237 their efforts
70 their enabled 45
their endured 63 their
endures 54 their ensured
45 their equally 95
their exceeds 53 their
exerted 177 their extending
270 their extends 2649
their finally 86 their
following 77 their forever
44 their forward 40
their however 44 their
include 42 their increase
287 their increasing 62
their jointly 41 their
largely 300 their limited
678 their locally 103
their measured 84 their
outside 1360 their outward
226 their overseas 99
their perhaps 90 their
prevail 78 their quickly
205 their radiated 164
their radiates 238 their
rapidly 305 their reduced
166 their regarding 48
their remains 1034 their
results 59 their revived
55 their secured 100
their several 67 their
started 41 their steadily
279 their stemmed 46
their stopped 88 their
strongly 359 their threatens
62 their together 108
their touched 48 their
towards 859 their usually
95 their weakened 121
their widened 79 their
factors 150 their enemies
164 their because 108
their towards 515 their
ability 113 their beliefs
419 their capital 121
their colonial 109 their
culture 774 their customs
234 their dislike 64
their estates 282 their
fortune 94 their freedom
99 their genetic 89
their language 284 their
liberty 62 their material
67 their national 73
their natures 93 their
pattern 60 their position
266 their quarrel 92
their religion 405 their
systems 43 their talents
64 their against 49
their against 45 their
because 61 their stifled
53 their lessons 43
their against 128 their
according 889 their towards
235 their beliefs 160
their desires 1118 their
emotions 257 their essence
446 their motives 76
their natures 222 their
position 69 their private
83 their reactions 50
their secrets 2126 their
thoughts 7305 their against
191 their because 167
their evident 73 their
improve 42 their regarding
55 their sustain 48
their efforts 333 their
process 363 their systems
214 their because 67
their regarding 188 their
towards 242 their ambition
447 their avarice 669
their avidity 68 their
cruelty 57 their demands
566 their desires 379
their enemies 69 their
pursuit 44 their vengeance
70 their circles 99
their manners 55 their
demands 713 their efforts
50 their request 70
their against 101 their
tempted 52 their towards
320 their debtors 409
their tenants 40 their
process 55 their reports
612 their service 52
their systems 71 their
general 94 their position
52 their because 84
their dictate 45 their
incline 160 their towards
130 their vitiated 40
their position 230 their
against 88 their account
51 their against 458
their because 148 their
benefit 342 their brokers
149 their carrier 1871
their company 4337 their
covered 106 their dollars
92 their features 102
their function 70 their
markets 85 their package
53 their payable 41
their premium 747 their
program 316 their schemes
129 their systems 67
their brethren 55 their
function 88 their against
599 their because 205
their between 44 their
depends 164 their despite
112 their remains 45
their rescued 63 their
accepts 90 their against
41 their becomes 78
their remains 50 their
private 78 their degrees
69 their according 147
their because 89 their
becomes 130 their between
53 their decreasing 41
their depending 165 their
depends 277 their differs
41 their exceeds 88
their increasing 73 their
maximum 41 their measured
105 their profile 95
their rapidly 56 their
remains 49 their towards
57 their withheld 42
their contact 53 their
efforts 361 their program
57 their research 174
their studies 279 their
against 335 their appeared
117 their because 277
their carried 55 their
regarding 1299 their sincere
87 their towards 1513
their effects 94 their
against 41 their account
49 their article 56
their aspects 70 their
behavior 89 their content
131 their country 76
their customs 71 their
details 131 their efforts
107 their features 293
their history 347 their
letters 43 their moments
42 their optical 53
their remarks 54 their
results 175 their stories
119 their studies 61
their texture 50 their
variety 58 their visitor
47 their according 393
their against 9610 their
aligned 139 their although
74 their appeared 253
their aroused 79 their
because 2657 their becomes
70 their between 285
their broaden 73 their
broadly 51 their brought
108 their chiefly 52
their clashed 1236 their
closely 245 their collide
270 their compete 43
their consist 115 their
covered 53 their damaged
61 their defined 115
their depends 123 their
deserve 98 their despite
117 their develop 89
their dictate 461 their
diverge 1741 their diverging
122 their divided 103
their equally 311 their
excited 67 their focused
140 their following 50
their forward 55 their
guarded 77 their ignored
208 their include 181
their including 88 their
injured 100 their jointly
121 their largely 182
their locally 58 their
menaced 65 their opposed
207 their outside 1778
their outward 45 their
overlap 785 their overseas
172 their pointed 41
their prevail 241 their
prevent 59 their priority
53 their quickly 71
their receive 133 their
reflect 44 their regarding
227 their related 89
their remains 51 their
require 794 their secured
96 their shifted 167
their similar 66 their
strongly 53 their subject
154 their suggest 42
their together 597 their
