tail functions 151 tail
136 their computer 79
their accounts 74 their
articles 445 their business
81 their campaign 45
their coverage 72 their
supplies 40 their slumbers
50 their birthdays 120
their activity 339 their
assembly 65 their business
94 their concerts 62
their devotions 266 their
emissions 99 their excursion
107 their exploits 97
their invasions 83 their
journeys 108 their migration
48 their progress 50
their reveries 48 their
serenade 49 their slumbers
66 their visitors 93
their wanderings 426 their
progress 40 their christian
94 their boroughs 52
their contests 65 their
depended 47 their partners
100 their personal 64
their behaviors 849 their
displays 51 their gestures
79 their messages 368
their approach 42 their
campaign 51 their protests
87 their struggle 111
their approach 44 their
authority 143 their concerns
80 their dimension 66
their functions 58 their
patterns 65 their positions
112 their premises 54
their standard 49 their
validity 105 their migration
47 their memories 127
their sequence 889 their
accuracy 130 their analysis
230 their aperture 253
their equality 85 their
estimate 43 their examples
64 their expansion 54
their identity 246 their
majority 1332 their minority
351 their opposite 58
their positions 66 their
presence 329 their quantity
122 their relations 499
their response 103 their
sequence 418 their solutions
341 their treatment 189
their directly 271 their
directly 76 their activity
142 their condition 135
their contents 69 their
elements 169 their functions
140 their materials 144
their hereunto 43 their
required 64 their thereunto
43 their answered 162
their centered 47 their
concerning 55 their directly
81 their hereafter 96
their publicly 83 their
seriously 67 their accuracy
89 their achieved 40
their analysis 163 their
approach 167 their attitude
93 their authority 60
their capacity 69 their
condition 235 their contents
144 their economic 399
their essences 58 their
financial 57 their functions
1032 their identity 92
their interest 345 their
judgment 88 their physical
97 their positions 155
their presence 117 their
problems 47 their realities
173 their relations 348
their remained 79 their
requires 51 their situation
873 their symptoms 70
their treatment 42 their
validity 2414 their seriously
59 their whenever 43
their increases 87 their
statutes 70 their attitude
42 their majority 57
their servants 84 their
attention 93 their behaviors
43 their concerns 71
their interest 193 their
patients 83 their practice
60 their provokes 62
their rendered 94 their
antipathy 110 their assertion
53 their attempts 51
their attitude 70 their
contempt 46 their fidelity
131 their rebellion 218
their rejection 396 their
retention 59 their scruples
52 their struggle 70
their unbelief 673 their
religious 109 their presence
55 their absences 63
their alliances 42 their
allusions 106 their attempts
300 their capacity 65
their comments 118 their
contacts 130 their deviations
70 their displays 92
their disputes 114 their
excesses 128 their exercise
41 their exposure 49
their expulsion 42 their
extension 45 their failures
236 their ferocity 42
their glimpses 69 their
holidays 61 their inclusion
40 their interest 71
their journeys 58 their
kindness 40 their laughter
94 their misgivings 42
their mistakes 111 their
outbreaks 75 their passages
41 their personal 69
their practice 70 their
presence 949 their protests
90 their quarrels 180
their recourse 48 their
reversion 43 their scarcity
63 their services 214
their stoppage 42 their
tendency 192 their triumphs
103 their variations 65
their ventures 42 their
visitors 169 their alighted
69 their arrested 41
their murdered 46 their
remained 47 their suffered
40 their consists 89
their entirely 55 their
extended 49 their involves
79 their policies 170
their required 110 their
requires 163 their threatened
58 their triumphs 41
their activity 52 their
armament 41 their attitude
101 their behaviors 52
their campaign 44 their
capacity 228 their cocoanut
76 their doctrine 68
their military 117 their
missiles 172 their momentum
60 their movement 209
their positions 68 their
potential 331 their presence
58 their strategy 231
their approved 85 their
assigned 76 their declared
87 their recorded 171
their acquired 48 their
actually 48 their affected
47 their anywhere 79
their compared 72 their
confined 103 their consists
76 their continue 58
their depended 154 their
directed 82 their directly
157 their downward 44
their entirely 335 their
expanded 149 their extended
324 their globally 233
their hampered 76 their
included 86 their increased
128 their involved 97
their managers 57 their
northward 108 their officers
73 their offshore 254
their possible 57 their
produced 42 their properly
85 their provided 87
their remained 160 their
rendered 64 their required
134 their requires 56
their resemble 50 their
resulted 49 their retarded
44 their seriously 54
their severely 52 their
somewhat 96 their southward
287 their strategy 114
their strictly 91 their
westward 153 their whenever
78 their wherever 148
their functions 48 their
positions 70 their presence
47 their treatment 324
their accepted 69 their
actually 118 their admitted
63 their advanced 64
their affected 58 their
answered 94 their asserted
83 their attacked 140
their believed 318 their
combined 84 their conceded
44 their concerning 84
their consider 89 their
continue 41 their declared
162 their defended 52
their demanded 143 their
directly 72 their disagree
42 their employed 63
their entirely 67 their
espoused 46 their expected
59 their followed 59
their forcibly 42 their
imagined 58 their included
121 their increased 76
their insisted 255 their
intended 89 their likewise
46 their maintain 115
their numbered 75 their
objected 49 their obtained
72 their occupied 41
their prepared 52 their
probably 49 their produced
43 their proposed 54
their received 176 their
referred 49 their regarded
153 their rejected 78
their remained 142 their
rendered 65 their required
41 their resisted 41
their resorted 78 their
retorted 80 their seriously
83 their suddenly 40
their suffered 98 their
unawares 79 their whenever
257 their wherever 54
their whenever 60 their
amounted 45 their campaign
53 their confined 49
their demanded 64 their
directly 57 their increased
108 their movement 51
their produced 43 their
publicly 110 their remained
64 their resulted 71
their somewhat 40 their
comrades 70 their condition
1030 their homeland 53
their situation 302 their
subjects 500 their directly
42 their ceremony 56
their likewise 65 their
activity 105 their campaign
49 their capacity 759
their interest 95 their
military 83 their movement
72 their presence 60
their pressure 123 their
protests 83 their relations
