eagerness dealing round 123
employed fell below 93
employed five hours 109
employed five months 135
employed five people 184
employed five ships 59
employed five times 208
employed five women 52
employed four basic 66
employed four girls 54
employed four hands 89
employed four hours 126
employed four kinds 40
employed four major 64
employed four months 132
employed four people 168
employed four times 879
employed four types 81
employed four white 74
employed four whole 45
employed four women 84
employed free black 158
employed free labor 117
employed free verse 87
employed from about 294
employed from april 320
employed from eight 162
employed from fifty 123
employed from first 71
employed from forty 83
employed from hence 72
employed from march 98
employed from morning 1200
employed from seven 200
employed from sixty 165
employed from thirty 341
employed from which 272
employed from within 266
employed great pains 143
employed great skill 45
employed have ceased 41
employed have found 144
employed have given 267
employed have grown 115
employed have lower 124
employed have never 225
employed have often 232
employed have ranged 132
employed have risen 154
employed have shown 174
employed have taken 90
employed here about 50
employed here after 47
employed here again 58
employed here could 200
employed here gives 43
employed here makes 93
employed here might 100
employed here rather 102
employed here refer 46
employed here rests 46
employed here seems 116
employed here since 203
employed here takes 66
employed here under 56
employed here until 84
employed here where 99
employed here which 143
employed here would 358
employed high doses 44
employed into which 95
employed just about 105
employed just after 52
employed just under 287
employed last night 108
employed less often 859
employed like beasts 127
employed making roads 55
employed making small 76
employed male labor 201
employed many black 91
employed many fewer 44
employed many forms 56
employed many greek 40
employed many hands 560
employed many hours 488
employed many kinds 68
employed many local 230
employed many months 74
employed many others 52
employed many people 1781
employed many ships 51
employed many small 45
employed many spies 97
employed many terms 51
employed many times 1826
employed many types 58
employed many weeks 51
employed many women 1258
employed many words 98
employed means which 163
employed more black 96
employed more easily 261
employed more force 49
employed more fully 226
employed more hands 213
employed more hours 164
employed more labor 395
employed more often 8851
employed more people 3395
employed more skill 47
employed more staff 305
employed more white 43
employed more women 578
employed more words 69
employed most fully 66
employed most often 3631
employed most people 57
employed much labor 94
employed much later 387
employed much learning 139
employed much longer 157
employed much money 67
employed much pains 117
employed must allow 51
employed must either 44
employed must equal 118
employed must first 72
employed must never 50
employed next morning 60
employed nine hours 47
employed nine months 240
employed nine people 66
employed nine times 67
employed once again 1272
employed once daily 87
employed only about 6780
employed only after 3757
employed only black 135
employed only eight 533
employed only fifty 158
employed only forty 80
employed only local 64
employed only males 41
employed only seven 205
employed only since 49
employed only sixty 65
employed only small 250
employed only thirty 262
employed only twice 278
employed only under 949
employed only until 205
employed only where 2428
employed only while 58
employed only white 789
employed only within 462
employed only women 387
employed other forms 166
employed other hands 42
employed other kinds 46
employed other people 272
employed other terms 125
employed other types 66
employed other women 105
employed other words 73
employed over again 148
employed over eight 282
employed over fifty 309
employed over forty 133
employed over large 87
employed over longer 99
employed over seven 231
employed over sixty 205
employed over thirty 445
employed paid spies 82
employed paid staff 47
employed poor people 120
employed poor women 182
employed single mother 175
employed single women 639
employed some black 62
employed some eight 96
employed some fifty 517
employed some forty 198
employed some goose 43
employed some hands 40
employed some hours 189
employed some local 88
employed some method 88
employed some months 115
employed some parts 69
employed some people 254
employed some rather 80
employed some seven 59
employed some share 106
employed some sixty 283
employed some soothing 72
employed some thirty 472
employed some weeks 121
employed some women 139
employed soon after 834
employed steam power 143
employed such broad 128
employed such forms 53
employed such glowing 48
employed such labor 90
employed such large 49
employed such pains 48
employed such people 91
employed such spies 50
employed such strong 57
employed such terms 597
employed such tests 54
employed such tools 53
employed such wedding 51
employed such words 229
employed their agent 45
employed their ample 40
employed their armed 47
employed their chief 259
employed their first 339
employed their force 303
employed their funds 163
employed their gifts 91
employed their hands 301
employed their hours 40
employed their joint 127
employed their labor 63
employed their learning 112
employed their lives 170
employed their method 74
employed their minds 349
employed their money 230
employed their mother 151
employed their naval 56
employed their newly 124
employed their pains 57
employed their parts 101
employed their power 3422
employed their reason 212
employed their right 122
employed their serfs 55
employed their ships 78
employed their short 85
employed their skill 512
employed their social 49
employed their spare 307
employed their tools 42
employed their usual 294
employed their whole 1166
employed their wives 93
employed there about 90
employed there after 106
employed there could 324
employed there either 87
employed there might 81
employed there seems 50
employed there shall 237
employed there since 244
employed there under 201
employed there until 391
employed there would 854
employed these forms 114
employed these funds 41
employed these gifts 53
employed these names 81
employed these people 186
employed these terms 1246
employed these tests 53
employed these tools 85
employed these types 47
employed these women 67
employed these words 369
employed those about 53
employed those funds 40
employed those hours 55
employed those people 52
employed those terms 77
employed those which 53
employed those words 118
employed three basic 183
employed three broad 58
employed three forms 54
employed three hands 47
employed three hours 637
employed three kinds 118
employed three major 96
employed three months 840
employed three people 191
employed three ships 50
employed three tests 54
employed three times 1462
employed three types 250
employed three weeks 71
employed three women 118
employed till about 88
employed till after 244
employed till nearly 40
employed till quite 41
employed time after 104
employed took place 193
employed union labor 393
employed upon either 125
employed upon every 182
employed upon farms 72
employed upon fresh 55
employed upon grace 41
employed upon homer 46
employed upon human 140
employed upon large 62
employed upon roads 48
employed upon ships 130
employed upon small 59
employed upon themes 47
employed upon which 104
employed upon works 170
employed very harsh 40
employed very large 267
employed very nearly 40
employed very often 1059
employed very small 106
employed very strong 85
employed wage earner 735
employed wage labor 534
employed well below 47
employed were about 384
employed were added 51
employed were aimed 55
employed were alike 69
employed were asked 322
employed were based 668
employed were below 96
employed were black 52
employed were bound 120
employed were built 127
employed were crude 179
employed were cruel 57
employed were drawn 257
employed were either 1565
employed were equal 183
employed were first 445
employed were found 681
employed were fully 163
employed were given 387
employed were hired 49
employed were known 183
employed were large 190
