dabbled briefly in 371
degrees removed in 189
degrees removed the 59
degrees removed to 50
degrees renders the 55
degrees require the 203
degrees require to 68
degrees respond to 45
degrees resulting in 184
degrees results in 478
degrees retires to 44
degrees returning to 41
degrees rotation is 41
degrees rotation of 296
degrees several of 44
degrees similar to 366
degrees southeast of 403
degrees started at 52
degrees strongly to 44
degrees subject to 376
degrees submits to 137
degrees subvert the 118
degrees superior to 754
degrees support the 41
degrees together in 65
degrees towards it 114
degrees towards the 5111
degrees unknown to 41
degrees usually do 52
degrees usurped the 79
degrees variation in 125
degrees variation of 49
degrees whereby the 129
degrees whereby ye 41
degrees wherein the 88
degrees wrought so 75
degrees yielded to 54
deictic adverbs of 112
deictic anchoring of 64
deictic aspects of 74
deictic element in 114
deictic element is 86
deictic features of 195
deictic function as 41
deictic function in 104
deictic function is 150
deictic function of 514
deictic gesture is 77
deictic gesture of 61
deictic markers in 53
deictic markers of 80
deictic pronoun in 68
deictic pronoun is 81
deictic systems in 71
deictic systems of 122
deified according to 157
deified aspects of 62
deified because he 94
deified because it 41
deified because of 238
deified concept of 105
deified emperor in 51
deified founder of 558
deified himself as 96
deified himself by 46
deified members of 314
deified monarch of 49
deified mortals of 238
deified objects of 171
deified princes of 123
deified spirits of 1574
deified warriors of 134
deigned himself to 148
deistic concept of 310
deistic picture of 56
deistic position of 48
deistic religion of 112
deistic writers of 82
deities according to 799
deities adopted by 200
deities against the 160
deities appealed to 83
deities appeared in 128
deities appeared on 47
deities appeared to 108
deities arranged in 205
deities because he 43
deities because of 189
deities because the 67
deities belonged to 91
deities besides the 93
deities between the 53
deities brought in 161
deities brought to 86
deities capable of 114
deities combine in 230
deities composing the 44
deities consist of 84
deities control the 42
deities decided to 42
deities delight in 83
deities descend to 68
deities embodying the 109
deities engraved on 46
deities entered the 77
deities existed in 128
deities familiar to 97
deities featured in 81
deities function as 129
deities governing the 130
deities honored by 58
deities honored in 95
deities hostile to 47
deities include the 154
deities including the 259
deities inferior to 59
deities inhabit the 59
deities invited to 42
deities invoked at 87
deities invoked by 391
deities invoked in 704
deities invoked to 80
deities located in 160
deities mounted on 97
deities occupying the 53
deities outside of 119
deities outside the 158
deities painted in 198
deities painted on 223
deities peculiar to 442
deities popular in 132
deities present at 89
deities present in 285
deities protect the 61
deities receive the 40
deities reflect the 68
deities related to 959
deities resided at 51
deities resided in 110
deities revered by 203
deities revered in 62
deities similar in 40
deities similar to 170
deities subject to 46
deities together in 43
deities towards the 47
deities unknown to 121
delayed ability to 412
delayed accepting it 51
delayed accepting the 755
delayed according to 1168
delayed account of 254
delayed accrual of 106
delayed addition of 1484
delayed adoption of 1366
delayed advance in 46
delayed advance of 203
delayed advance on 97
delayed against the 68
delayed allergy in 136
delayed allergy is 119
delayed allergy to 548
delayed although the 65
delayed answering in 53
delayed answering it 1553
delayed answering the 925
delayed answers to 303
delayed approving the 159
delayed arrival at 752
delayed arrival in 726
delayed arrival of 5920
delayed arrival on 155
delayed arrival to 103
delayed article on 40
delayed aspects of 42
delayed assault on 214
delayed attacking the 95
delayed attacks on 46
delayed attempt at 139
delayed attempt to 372
delayed attending to 110
delayed awakening of 70
delayed baggage or 93
delayed because an 366
delayed because at 89
delayed because he 3134
delayed because in 590
delayed because it 2895
delayed because my 74
delayed because no 542
delayed because of 61108
delayed because so 121
delayed because the 18966
delayed because we 706
delayed beginning of 581
delayed beginning the 148
delayed beginning to 47
delayed benefit of 62
delayed between the 182
delayed briefly by 123
delayed briefly in 53
delayed briefly to 45
delayed buildup of 96
delayed capture of 161
delayed channel on 73
delayed chiefly by 123
delayed cleavage of 44
delayed closure in 248
delayed closure is 472
delayed closure of 7526
delayed closure or 378
delayed control of 145
delayed convening the 95
delayed current is 64
delayed decision by 113
delayed decision in 136
delayed decision is 53
delayed decision of 232
delayed decision on 652
delayed decision to 780
delayed decline in 327
delayed decline of 138
delayed decrease in 705
delayed decrease of 191
delayed depending on 692
delayed depends on 52
delayed descent of 408
delayed despite the 305
delayed division of 412
delayed effects as 329
delayed effects in 790
delayed effects is 218
delayed effects of 15990
delayed effects on 2306
delayed effects or 250
delayed effects to 106
delayed efforts at 43
delayed efforts to 690
delayed election of 118
delayed election to 43
delayed emission in 53
delayed emission is 209
delayed emission of 1126
delayed enforcing the 56
delayed eruption in 74
delayed eruption is 48
delayed eruption of 4724
delayed eruption or 280
delayed exchange in 51
delayed exchange is 154
delayed exchange of 652
delayed excision of 269
delayed executing it 50
delayed executing the 123
delayed failure at 51
delayed failure in 275
delayed failure is 166
delayed failure of 762
delayed finishing the 60
delayed fixation of 194
delayed flights in 41
delayed flowering by 196
delayed flowering in 466
delayed flowering of 628
delayed following an 42
delayed following the 321
delayed following up 40
delayed fruition of 120
delayed function in 51
delayed function is 195
delayed function of 416
delayed function on 64
delayed harvest in 48
delayed harvest of 178
delayed history of 49
delayed ignition of 328
delayed ignition or 45
delayed impacts of 174
delayed increase in 4408
delayed increase of 814
delayed informing the 153
delayed infusion of 47
delayed invasion of 350
delayed journey to 518
delayed justice in 143
delayed justice is 225
delayed justice to 238
delayed language in 467
delayed language is 62
delayed language or 216
delayed largely by 58
delayed latency in 57
delayed latency of 200
delayed launching of 56
delayed launching the 48
delayed ligation of 93
delayed marriage as 760
delayed marriage in 600
delayed marriage is 492
delayed marriage of 364
delayed marriage on 113
delayed marriage or 782
delayed marriage to 668
delayed mastery of 52
delayed matters by 444
delayed matters in 98
delayed matters so 250
delayed matters to 48
delayed measures of 240
delayed measures to 55
delayed mentioning it 57
delayed mentioning the 54
delayed message to 49
delayed neutron is 125
delayed notifying the 104
delayed outbreak of 96
delayed outcome of 410
delayed outputs of 91
delayed outside the 93
delayed overlong in 118
delayed passage of 4160
delayed pattern of 554
delayed payment as 378
delayed payment at 110
delayed payment by 464
