if cast iron is used 60
in some sort of semi 204
in some sort of ship 47
in some sort of show 41
in some sort of sick 46
in some sort of slow 41
in some sort of soft 87
in some sort of test 40
in some sort of time 573
in some sort of trap 110
in some sort of trim 46
in some sort of union 230
in some sort of very 43
in some sort of what 63
in some sort of wild 40
in some sort of work 1037
in some sort or other 719
in some sort the heir 59
in some sort the mind 41
in some sort the more 137
in some sort the most 54
in some sort the only 64
in some sort the part 73
in some sort the post 54
in some sort the reading 101
in some sort the same 147
in some sort the soul 44
in some sort the type 43
in some sort the very 205
in some sort to care 56
in some sort to copy 115
in some sort to form 59
in some sort to give 72
in some sort to have 441
in some sort to live 65
in some sort to make 188
in some sort to save 48
in some sort to seek 59
in some sort to take 85
in some sort to their 94
in some sort to these 146
in some sort to those 53
in some spot or other 254
in some task or other 135
in some there is also 86
in some there is even 120
in some there is more 139
in some there is none 48
in some there is only 222
in some there is very 48
in some three or four 754
in some three to four 71
in some time of need 85
in some time or other 328
in some time to come 331
in some time to have 56
in some tone or other 71
in some town or city 681
in some town or other 254
in some type of code 44
in some type of data 57
in some type of drug 42
in some type of early 47
in some type of game 42
in some type of health 131
in some type of high 40
in some type of home 48
in some type of post 49
in some type of self 227
in some type of work 785
in some unit of time 562
in some view or other 54
in some walk of life 748
in some ways an anti 86
in some ways an early 45
in some ways an echo 48
in some ways an even 1597
in some ways an ideal 483
in some ways as good 55
in some ways as great 83
in some ways as much 779
in some ways as well 388
in some ways at least 1807
in some ways at odds 276
in some ways be even 63
in some ways be less 100
in some ways be like 115
in some ways be more 942
in some ways be said 134
in some ways be seen 466
in some ways be very 64
in some ways by their 86
in some ways he felt 143
in some ways he knew 48
in some ways he must 43
in some ways he will 93
in some ways in some 41
in some ways in their 97
in some ways is also 67
in some ways is even 471
in some ways is less 201
in some ways is like 730
in some ways is more 1796
in some ways is much 141
in some ways is very 345
in some ways it also 132
in some ways it even 169
in some ways it felt 106
in some ways it leads 41
in some ways it made 260
in some ways it must 98
in some ways it went 43
in some ways it will 242
in some ways my best 72
in some ways my life 69
in some ways no less 431
in some ways no more 344
in some ways of life 47
in some ways of more 45
in some ways of those 48
in some ways of what 103
in some ways or other 53
in some ways so like 209
in some ways so much 508
in some ways so very 43
in some ways the best 3414
in some ways the book 129
in some ways the case 48
in some ways the city 40
in some ways the core 50
in some ways the early 89
in some ways the fact 41
in some ways the film 69
in some ways the form 42
in some ways the great 60
in some ways the heart 81
in some ways the high 213
in some ways the ideal 167
in some ways the kind 56
in some ways the last 238
in some ways the leading 56
in some ways the least 1028
in some ways the less 44
in some ways the life 90
in some ways the main 41
in some ways the more 1606
in some ways the most 42056
in some ways the only 299
in some ways the other 68
in some ways the past 43
in some ways the role 68
in some ways the same 838
in some ways the task 45
in some ways the term 68
in some ways the true 58
in some ways the very 698
in some ways the work 173
in some ways to have 753
in some ways to help 43
in some ways to keep 50
in some ways to learn 50
in some ways to live 40
in some ways to make 140
in some ways to many 52
in some ways to meet 50
in some ways to other 287
in some ways to some 70
in some ways to take 65
in some ways to their 208
in some ways to these 64
in some ways to think 41
in some ways to those 1148
in some ways to what 375
in some ways to work 59
in some ways to your 56
in some ways we have 606
in some ways we know 111
in some ways we must 45
in some ways we were 405
in some word or deed 120
in some word or other 83
in some work or other 324
in some years as early 57
in some years as high 222
in some years as many 454
in some years as much 483
in some years at least 273
in some years in some 82
in some years is very 41
in some years it even 43
in some years it will 63
in some years no less 89
in some years the crop 48
in some years the rate 48
in some years the snow 42
in some years to come 175
in some years to have 106
in some years to more 112
in some years to over 161
in some years we have 128
in sooth just as much 40
in sore need of food 330
in sore need of help 560
in sore need of just 92
in sore need of more 103
in sore need of peace 89
in sore need of rest 248
in sore need of some 278
in sore need of such 498
in sore need of their 45
in sore need of your 85
in south india as early 45
in south india as well 341
in south india at least 87
in south korea as part 74
in south korea as well 707
in south korea in early 65
