cabaret singer who had 52
college years and his 103
college years and that 168
college years and then 207
college years and was 95
college years are not 221
college years she had 95
college years she was 88
college years that she 63
college years was that 41
college young men and 180
college youth who had 52
collide when they are 54
colonel came out and 55
colonel held out his 114
colonel made his son 42
colonel made his way 137
colonel paid her his 42
colonel sent for him 82
colonel told her that 41
colonel told him that 617
colonel told his men 104
colonel told them that 101
colonel took his seat 67
colonel took off his 135
colonel took out his 57
colonel will see you 120
colonial army and its 56
colonial army that was 43
colonial army was not 65
colonial army who had 47
colonial city and its 73
colonial city two men 50
colonial city with its 61
colonial days and are 58
colonial days and for 100
colonial days and had 73
colonial days and has 118
colonial days and now 60
colonial days and that 53
colonial days and was 151
colonial days and with 51
colonial days did not 89
colonial days for its 53
colonial days they had 87
colonial days this was 74
colonial days was not 119
colonial days was that 225
colonial india and its 58
colonial india did not 59
colonial india was not 83
colonial land law and 54
colonial laws did not 77
colonial laws that had 51
colonial life and its 117
colonial life did not 89
colonial life had not 42
colonial life that was 49
colonial life was not 92
colonial life was that 47
colonial life with its 48
colonial past and are 91
colonial past and had 43
colonial past and its 553
colonial past and our 45
colonial past and that 138
colonial past and thus 40
colonial past and with 60
colonial past can not 44
colonial past does not 45
colonial past that had 41
colonial past that has 66
colonial past that was 44
colonial past was not 82
colonial past with its 84
colonial rule and all 69
colonial rule and are 137
colonial rule and for 292
colonial rule and had 227
colonial rule and has 176
colonial rule and his 66
colonial rule and how 60
colonial rule and its 1011
colonial rule and not 75
colonial rule and now 52
colonial rule and that 692
colonial rule and then 281
colonial rule and they 62
colonial rule and this 49
colonial rule and thus 100
colonial rule and war 106
colonial rule and was 290
colonial rule and who 73
colonial rule and with 119
colonial rule are not 84
colonial rule are now 47
colonial rule but not 49
colonial rule can not 150
colonial rule did not 923
colonial rule does not 120
colonial rule had led 51
colonial rule had not 195
colonial rule has had 63
colonial rule has led 47
colonial rule has not 132
colonial rule than they 43
colonial rule that had 184
colonial rule that has 43
colonial rule that they 64
colonial rule that was 139
colonial rule they had 79
colonial rule was being 109
colonial rule was its 42
colonial rule was not 651
colonial rule was now 44
colonial rule was one 107
colonial rule was that 476
colonial rule was thus 44
colonial rule with its 148
colonial south east asia 96
colonial town that was 56
colonial wars and had 55
colonial yoke and are 56
colored areas are not 95
colored blue and red 446
colored boys who had 71
colored card for each 50
colored cook who was 43
colored dark red and 54
colored deep red and 108
colored dots that are 55
colored eyes and her 58
colored eyes that had 44
colored face and her 70
colored face and his 46
colored face with its 56
colored felt hat with 95
colored girl who had 345
colored girl who has 52
colored girl who sat 40
colored girl who was 267
colored gray and red 99
colored hair and big 80
colored hair and her 144
colored hair and his 141
colored hair and long 66
colored hair and was 78
colored hair had not 43
colored hair off her 62
colored hair that had 136
colored hair that hung 113
colored hair that she 93
colored hair that was 557
colored hair was cut 113
colored hair was long 105
colored hair was not 50
colored hair was now 50
colored inks are not 54
colored lady and her 46
colored lady and that 100
colored lady who had 77
colored like his own 526
colored like our own 424
colored line for each 44
colored maid who had 83
colored pens for each 46
colored race and that 47
colored race and with 44
colored race are not 49
colored race can not 81
colored race does not 55
colored race has long 129
colored race has not 52
colored race than any 46
colored race that they 49
colored race who are 50
colored skin and her 75
colored skin and long 187
colored suit and tie 95
colored suit that was 44
colored when she saw 53
colored when they are 111
colored young men and 321
columns five and six 1173
columns four and six 101
columns give for each 58
columns have not yet 91
columns like this one 54
columns nine and ten 65
columns show for each 44
columns show how each 63
columns show that they 52
columns show that this 56
columns such that each 71
columns there are two 156
columns three and six 57
columns used for each 52
columns used for this 72
columns were cut out 43
columns were hung with 156
columns were not far 40
columns were not set 43
columns were not yet 96
columns were too far 46
columns when they are 134
columns when you are 60
columns wide and six 48
columns wide and two 214
columns will not add 69
combating what they saw 42
combine good and bad 65
combine high and low 88
combine ideas that are 79
combine into one all 44
combine into one and 155
combine into one big 72
combine into one new 86
combine iron and not 42
combine love and sex 46
combine more than one 6830
combine more than two 588
combine once for all 49
combine only with odd 89
