cabarets and cafes of 42
colonies and later as 101
colonies and later by 69
colonies and later in 470
colonies and later of 116
colonies and later the 537
colonies and later to 163
colonies and parts of 202
colonies and people of 1661
colonies and ports of 44
colonies and setting up 112
colonies and trade in 150
colonies and trade of 105
colonies and tried to 108
colonies and under an 104
colonies and under the 126
colonies and warmth of 57
colonies and where the 43
colonies and within the 71
colonies and would be 84
colonies and zones of 66
colonies are about to 58
colonies are based on 86
colonies are bound to 123
colonies are built up 149
colonies are close to 49
colonies are found at 61
colonies are found by 49
colonies are found in 1595
colonies are found on 410
colonies are found to 233
colonies are given in 146
colonies are growing on 41
colonies are grown in 86
colonies are grown on 120
colonies are headed by 59
colonies are known as 238
colonies are known in 72
colonies are known to 249
colonies are liable to 56
colonies are moved to 79
colonies are parts of 54
colonies are round or 65
colonies are shown in 204
colonies are shown on 46
colonies are springing up 111
colonies are still in 70
colonies are strong in 43
colonies are under the 146
colonies are white or 60
colonies are white to 64
colonies are willing to 92
colonies can easily be 108
colonies can never be 251
colonies can often be 66
colonies can serve as 106
colonies for bonds of 48
colonies for which he 47
colonies for which it 44
colonies for which the 373
colonies for which we 81
colonies had about the 47
colonies had begun in 49
colonies had begun to 647
colonies had borne the 59
colonies had built up 60
colonies had ceased to 279
colonies had given up 50
colonies had grown in 123
colonies had grown to 359
colonies had grown up 523
colonies had reason to 100
colonies had risen to 91
colonies had shown the 42
colonies had sprung up 168
colonies had taken on 46
colonies had taken the 117
colonies had taken up 112
colonies long after it 54
colonies long after the 57
colonies may agree to 64
colonies may appear as 44
colonies may appear in 58
colonies may easily be 46
colonies may often be 54
colonies may still be 48
colonies now began to 96
colonies now forming the 92
colonies now known as 74
colonies per plate is 95
colonies per plate on 42
colonies than could be 82
colonies than might be 49
colonies that appear in 119
colonies that appear on 198
colonies that appear to 82
colonies that began to 56
colonies that belong to 55
colonies that could be 295
colonies that fringed the 48
colonies that might be 152
colonies that sprang up 155
colonies that would be 234
colonies they would be 48
colonies was about to 117
colonies was based on 417
colonies was bound to 98
colonies was built in 70
colonies was drawn up 56
colonies was found in 157
colonies was found to 118
colonies was given in 60
colonies was given to 86
colonies was known as 64
colonies was quite as 43
colonies was still in 70
colonies was taken by 41
colonies was taken in 74
colonies was taken up 71
colonies was under the 80
colonies who would be 46
colonies with which he 192
colonies with which the 119
colonies with which to 102
colonies with which we 275
colonist was proud to 43
colonist who lived in 50
colonize and aimed at 51
colonize and trade in 44
colonizing and tilling it 57
colorful and pleasing to 59
colossal head found at 57
combated all forms of 42
combined air power of 65
combined all forms of 56
combined all kinds of 101
combined all sorts of 130
combined all types of 51
combined and added to 277
combined and began to 74
combined and built up 144
combined and dried by 45
combined and dried in 62
combined and fused in 105
combined and given in 70
combined and given the 56
combined and given to 73
combined and heated to 97
combined and known as 78
combined and mingled in 40
combined and mixed in 224
combined and mixed to 61
combined and mixed up 124
combined and moved to 86
combined and shown as 167
combined and shown in 105
combined and taken as 49
combined and taken to 67
combined and taxed at 59
combined and where the 41
combined and working in 42
combined area equal to 113
combined area under the 70
combined are equal to 82
combined are found in 67
combined are given in 206
combined are known as 188
combined are shown in 755
combined are willing to 40
combined bit stream of 128
combined both forms of 95
combined both kinds of 142
combined both lines of 51
combined both types of 192
combined end point of 1361
combined his sense of 77
combined his skill as 44
combined his study of 66
combined kings could no 99
combined net earnings of 220
combined net sales of 58
combined par value of 74
combined sat score is 185
combined sat score of 2872
combined tax rates of 42
combined tax would be 103
combined that sense of 42
combined them under the 140
combined they would be 79
combined this notion of 40
combined two forms of 70
combined two kinds of 273
combined two lines of 53
combined two types of 233
combined war party of 43
combined was equal to 45
combined was found to 79
combined with about an 44
combined with abuse of 54
combined with acids in 87
combined with acids or 81
combined with acids to 90
combined with action by 56
combined with action in 75
combined with action to 63
combined with atoms of 161
combined with bands of 91
combined with bases in 100
combined with bases to 123
combined with beauty of 275
combined with bills of 49
combined with biopsy of 47
combined with black or 97
combined with bouts of 58
combined with breadth of 189
combined with brick or 47
combined with change in 105
combined with change of 270
combined with changing the 55
combined with costs of 74
combined with delay in 45
combined with denial of 101
combined with doses of 64
combined with dreams of 68
combined with drugs to 48
combined with echoes of 92
combined with either an 268
combined with either of 1052
combined with either or 143
combined with either the 943
combined with equal or 53
combined with force in 54
combined with force of 166
combined with forms of 438
combined with fruit or 46
combined with fusion of 64
combined with gifts of 57
combined with glass or 73
combined with grace of 136
combined with growth in 268
combined with growth of 137
combined with hints of 96
combined with honey or 47
combined with honey to 50
combined with hopes of 66
combined with hours of 62
combined with ideals of 41
combined with iodide of 279
combined with iodine in 49
combined with keeping the 63
