packing them for shipment 220
period that has received 123
period that has remained 48
period that has survived 208
period that his interest 119
period that may possibly 40
period that now followed 92
period that she remained 106
period that they acquired 73
period that they received 86
period that they remained 81
period that was critical 57
period that was destined 41
