mace surmounted by 43
make speculation as 176
make speculation in 109
make speculation on 60
make statements as 4158
make statements at 630
make statements by 257
make statements he 78
make statements if 61
make statements in 7670
make statements is 114
make statements of 12921
make statements on 6681
make statements or 4546
make statements so 479
make statements the 91
make statements to 8182
make statements we 76
make statistics of 173
make statistics on 91
make stereotypes of 43
make stimulation of 57
make strategies to 46
make strictures on 55
make structural or 101
make structures in 79
make structures of 137
make subdivision of 41
make submissions as 706
make submissions at 133
make submissions in 596
make submissions of 137
make submissions on 3033
make submissions or 205
make submissions to 5171
make subsequent to 57
make substantial or 93
make substantial the 61
make subventions to 74
make successful in 93
make successful the 447
make sufficient of 100
make sufficient or 52
make sufficient to 721
make suggestions as 29783
make suggestions at 478
make suggestions by 163
make suggestions he 40
make suggestions if 979
make suggestions in 2279
make suggestions is 145
make suggestions of 3765
make suggestions on 10894
make suggestions or 2944
make suggestions so 330
make suggestions to 28646
make superficial or 48
make superiority in 46
make supervision by 64
make supervision of 262
make supporters of 87
make suppression of 91
make surrenders of 56
make surrenders to 84
make suspensions of 65
make syllogisms in 74
make synonymous the 50
make systematic or 50
make systematic the 151
make tabulations of 90
make techniques of 47
make technology an 100
make technology the 157
make temptations to 45
make termination of 215
make territorial or 44
make transitions as 191
make transitions at 114
make transitions by 40
make transitions in 532
make transitions of 69
make transitions to 1585
make translation of 437
make transporting the 60
make understand the 146
make understood by 59
make understood the 554
make understood to 50
make undertakings of 42
make unexpected or 45
make unification of 64
make uniformity in 77
make uniformity of 153
make unrealistic or 76
make unthinkable the 77
make unworkable the 65
make usefulness the 63
make utilization of 310
make utterances in 86
make utterances of 207
make vegetarians of 46
make versailles the 220
make visitations in 142
make visitations of 162
make visitations to 176
make vulnerable the 74
make vulnerable to 45
make warranties of 69
make warranties on 53
make warranties to 59
make watertight by 44
make watertight the 50
make winchester an 50
make wisecracks at 58
make wisecracks to 49
make withdrawals as 289
make withdrawals at 233
make withdrawals by 279
make withdrawals in 215
make withdrawals of 512
make withdrawals on 369
make withdrawals or 272
make withdrawals to 122
make yourselves an 101
make yourselves as 2532
make yourselves at 4647
make yourselves so 470
make yourselves the 596
make yourselves to 329
making absolutely no 5200
making absolutely the 41
making abstraction of 1122
making acceptable the 315
making acceptable to 325
making acceptance of 1369
making acceptance or 41
making accessible an 58
making accessible at 49
making accessible in 258
making accessible of 139
making accessible the 2783
making accessible to 4311
making accidental or 92
making accusations at 53
making accusations in 119
making accusations of 876
making accusations on 51
making accusations or 233
making accusations to 55
making acquisition of 635
making activities as 1941
making activities at 766
making activities by 972
making activities do 120
making activities if 52
making activities in 4550
making activities is 746
making activities of 11493
making activities on 694
making activities or 458
making activities so 44
making activities the 168
making activities to 1452
making adaptations as 132
making adaptations in 277
making adaptations of 453
making adaptations to 1924
making adjustment in 181
making adjustment of 544
making adjustment on 51
making adjustment to 1661
making advantages of 454
making adventures of 55
making affidavits of 70
making affidavits to 57
making aggressions on 189
making agreements as 99
making agreements at 121
making agreements in 450
making agreements is 172
making agreements of 293
making agreements on 654
making agreements or 166
making agreements to 1012
making allegations in 115
making allegations is 42
making allegations of 753
making allegations or 54
making allegations to 50
making allocations in 181
making allocations of 892
making allocations on 110
making allocations to 959
making allotments in 40
making allotments of 265
making allotments on 56
making allotments to 256
making allowances as 44
making allowances in 337
making allowances is 41
making allowances of 101
making allowances on 80
making allowances or 82
making allowances to 404
making alterations as 356
making alterations at 182
making alterations by 59
making alterations in 8401
making alterations is 60
making alterations of 177
making alterations on 547
making alterations or 436
making alterations to 4443
making amendments as 117
making amendments at 139
making amendments in 536
making amendments is 48
making amendments of 87
making amendments or 229
making amendments to 2010
making annotations in 61
making annotations on 92
making anthologies of 139
making antibodies in 61
making antibodies of 73
making antibodies to 644
making apparently no 258
making appearances as 550
making appearances at 1673
making appearances in 2001
making appearances of 40
making appearances on 1379
making appearances to 139
making applicable the 258
making applicable to 1496
making application as 1168
making application at 821
making application by 205
making application in 2657
making application is 425
making application of 4860
making application on 260
making application or 179
making application the 192
making application to 19456
