of abbey lands granted 59
of light burning steadily 97
of light chain variable 63
of light close together 85
of light could explain 82
of light could produce 57
of light draft vessels 45
of light falling between 44
of light flowing between 45
of light green brethren 51
of light horse galloping 96
of light light travels 275
of light mixed together 42
of light naval vessels 44
of light nearly blinded 97
of light passing between 231
of light poles covered 65
of light rapid transit 56
of light shining between 84
of light shone between 81
of light showing between 65
of light steel trusses 53
of light thence derived 159
of light thrown against 51
of light thrown upwards 110
of light under certain 113
of light under similar 43
of light water reactors 2072
of light waves between 55
of light waves depends 54
of light waves emitted 123
of light waves traveling 137
of light waves vibrating 45
of light where purpose 42
of light which affects 92
of light which appeared 366
of light which arouses 48
of light which becomes 79
of light which brought 90
of light which carries 56
of light which conveys 46
of light which crossed 57
of light which crosses 53
of light which dazzled 64
of light which dazzles 51
of light which depends 95
of light which diverge 127
of light which emanate 247
of light which emerges 152
of light which enabled 66
of light which enables 89
of light which entered 279
of light which escaped 130
of light which escapes 77
of light which excites 64
of light which extends 87
of light which filters 40
of light which flashed 77
of light which flashes 1078
of light which flooded 72
of light which follows 89
of light which orbited 55
of light which pierced 153
of light which pierces 72
of light which precede 55
of light which proceed 641
of light which produce 204
of light which radiated 70
of light which radiates 94
of light which remains 103
of light which renders 55
of light which results 109
of light which revealed 143
of light which science 56
of light which slanted 77
of light which spilled 43
of light which started 73
of light which streamed 421
of light which strikes 436
of light which travels 225
of light which usually 51
of light which vibrate 43
of light whose diameter 66
of light whose position 51
of light within himself 50
of light within natural 95
of light would express 146
of light would glimmer 130
of light would increase 53
of light would possess 50
of light would produce 122
of light would require 260
of limit cycle behavior 125
of linear phase filters 84
of linen could produce 86
of linen glued together 46
of linen would increase 98
of lines close together 404
of lines drawn between 271
of lines running between 40
of lines which appeared 43
of lines which brought 89
of lines which connect 125
of lines which contain 123
of linking people together 184
of linking social capital 190
of links binding closely 51
of links exist between 84
of links which connect 97
of lipid phase behavior 61
of liver biopsy material 214
of liver biopsy samples 69
of liver cells arranged 59
of liver cells between 65
of liver cells following 63
of lives lived together 44
of lloyd george against 40
of lloyd george brought 42
of lloyd george himself 310
of loads causing maximum 86
of loans shall include 41
of local action against 42
of local banking markets 96
of local banking systems 64
of local basin factors 52
of local beauty inquire 72
of local black history 57
of local blood vessels 593
of local board members 358
of local brain glucose 62
of local cable systems 233
of local child welfare 144
of local civic affairs 65
of local civil defense 134
of local civil service 308
of local civil society 1174
of local color stories 125
of local color writers 70
of local court records 108
of local court systems 47
of local crime surveys 64
of local farming systems 243
of local feeling against 110
of local field effects 375
of local fishing grounds 58
of local fishing vessels 63
of local flood control 69
of local funding sources 70
of local ghost stories 41
of local growth control 309
of local growth factors 291
of local housing finance 156
of local housing markets 490
of local human capital 169
of local human service 152
of local image features 189
of local indian culture 48
of local labor markets 2582
of local labor parties 136
of local legal counsel 63
of local legal culture 129
of local legal customs 51
of local legal systems 135
of local money lenders 79
of local money markets 97
of local motion signals 98
of local music teachers 59
of local party affairs 51
of local party control 92
of local party members 512
of local party workers 252
of local people against 148
of local people because 85
of local people gathered 92
of local people including 78
of local people regarding 62
of local people towards 255
of local phone numbers 126
of local phone service 299
of local plant genetic 48
of local plant species 128
of local power against 45
of local power brokers 215
of local power centers 133
of local power holders 276
of local power sources 41
of local power stations 55
of local press reports 41
of local rates between 42
of local roman catholic 164
of local rules adopted 93
of local rules conform 115
of local rules governing 82
of local rural society 64
of local sales offices 59
