of ace inhibitor treatment 148
of his persevering fidelity 67
of his persevering industry 148
of his personnel policies 42
of his personnel problems 64
of his pessimism concerning 42
of his pianoforte concerto 54
of his plausible neighbor 95
of his plundered subjects 80
of his polemical activity 57
of his polemical articles 77
of his polemical rudeness 53
of his polemical treatises 79
of his political activism 678
of his political activity 4024
of his political admirers 149
of his political adoration 40
of his political advisers 1006
of his political agitation 108
of his political allegory 101
of his political alliances 138
of his political ambitions 2043
of his political analysis 284
of his political apostasy 77
of his political approach 121
of his political argument 171
of his political articles 286
of his political associate 201
of his political attention 52
of his political attitude 659
of his political authority 899
of his political biography 99
of his political blunders 106
of his political business 86
of his political campaign 570
of his political capacity 428
of his political cartoons 135
of his political coalition 142
of his political colleague 50
of his political comeback 65
of his political comments 82
of his political comrades 121
of his political concepts 87
of his political concerns 202
of his political condition 93
of his political contacts 205
of his political critique 140
of his political decisions 254
of his political disgrace 52
of his political doctrine 507
of his political downfall 156
of his political education 704
of his political elevation 55
of his political eminence 117
of his political endeavors 71
of his political energies 113
of his political enthusiasm 109
of his political evolution 280
of his political exertions 120
of his political exploits 59
of his political failures 60
of his political fortunes 1143
of his political functions 266
of his political godfather 49
of his political greatness 158
of his political harangues 59
of his political henchmen 149
of his political heresies 67
of his political heritage 124
of his political identity 266
of his political illusions 73
of his political instinct 95
of his political interest 511
of his political intuition 42
of his political isolation 184
of his political judgment 503
of his political lectures 94
of his political leverage 46
of his political lifetime 61
of his political managers 74
of his political maturity 150
of his political mistakes 83
of his political morality 197
of his political movement 289
of his political officers 101
of his political opponent 780
of his political orthodoxy 60
of his political pamphlet 76
of his political partners 50
of his political platform 341
of his political polemics 62
of his political policies 167
of his political positions 334
of his political potential 41
of his political practice 168
of his political prestige 280
of his political problems 255
of his political progress 224
of his political projects 218
of his political proteges 76
of his political prudence 45
of his political purposes 133
of his political pursuits 40
of his political register 320
of his political relations 375
of his political rhetoric 220
of his political sagacity 823
of his political security 93
of his political servants 170
of his political services 339
of his political situation 663
of his political sociology 236
of his political speeches 908
of his political sponsors 57
of his political strategy 788
of his political struggle 229
of his political superiors 466
of his political survival 166
of his political tradition 48
of his political treatises 200
of his political triumphs 190
of his political troubles 193
of his political ventures 43
of his posthumous miracles 64
of his practical activity 518
of his practical approach 194
of his practical attitude 62
of his practical business 67
of his practical capacity 95
of his practical concerns 45
of his practical education 102
of his practical interest 148
of his practical judgment 130
of his practical kindness 61
of his practical military 112
of his practical politics 102
of his practical precepts 50
of his practical problems 136
of his practical purposes 52
of his practical pursuits 47
of his practical reproofs 48
of his practical sagacity 124
of his practical treatises 59
of his pragmatic approach 287
of his pragmatic attitude 42
of his precarious condition 243
of his precarious financial 234
of his precarious physical 42
of his precarious situation 669
of his predatory exploits 61
of his preferred approach 47
of his preferred subjects 45
of his premature baldness 109
of his pretended affection 42
of his pretended authority 52
of his pretended customer 63
of his pretended divinity 69
of his pretended interest 52
of his pretended miracles 89
of his pretended mistress 78
of his pretended sanctity 58
of his pretended services 65
of his previously acquired 304
of his previously declared 54
of his previously mentioned 210
of his previously reported 44
of his previsions respecting 51
of his priceless services 50
of his priceless treasures 42
of his primitive ancestor 64
of his primitive condition 136
of his primitive impulses 88
of his princeton lectures 91
