wan in 52 war an
with on 268 with in
48 with as 297 with
in 88 with in 114
with in 352 with to
96 with by 1411 with
in 391 with to 109
with to 60 with to
221 with to 62 with
the 42 with to 128
with of 49 with of
113 with as 259 with
the 134 with in 44
with by 63 with in
231 with to 140 with
of 49 with of 46
with in 62 with to
89 with in 5025 with
in 43 with is 45
with the 52 with the
69 with to 41 with
to 105 with to 82
with in 43 with as
115 with to 68 with
to 50 with in 141
with to 301 with of
149 with he 99 with
in 41 with of 55
with or 129 with in
59 with in 205 with
to 81 with to 46
with on 122 with in
56 with on 50 with
in 40 with of 45
with of 45 with by
1236 with by 53 with
to 160 with by 377
with in 58 with by
41 with to 55 with
in 48 with to 67
with of 49 with at
69 with in 576 with
of 84 with or 59
with to 61 with the
44 with to 691 with
in 174 with to 46
with in 46 with in
84 with to 88 with
by 65 with as 136
with at 45 with in
151 with or 64 with
by 72 with by 198
with as 114 with at
57 with in 337 with
of 49 with to 349
with by 432 with to
74 with of 52 with
of 76 with of 277
with in 168 with is
60 with on 181 with
to 48 with in 46
with in 211 with of
250 with on 72 with
or 58 with in 42
with he 141 with of
74 with to 50 with
on 221 with of 82
with in 47 with as
366 with at 193 with
ian 94 with in 53
with king 165 with li
79 with of 326 with
to 87 with of 62
with of 109 with of
105 with in 113 with
of 44 with on 86
with of 78 with the
443 with as 349 with
in 148 with of 565
with in 49 with of
262 with by 48 with
in 76 with on 178
with to 103 with in
55 with in 40 with
of 84 with of 62
with of 57 with as
207 with at 214 with
by 55 with ii 1655
with in 931 with is
48 with of 578 with
on 191 with or 56
with the 120 with to
172 with ii 51 with
in 130 with of 134
with in 71 with of
94 with to 42 with
of 56 with of 60
with of 301 with in
44 with to 159 with
to 73 with to 83
with in 51 with of
62 with the 47 with
in 69 with in 62
with in 45 with in
47 with in 382 with
in 46 with as 115
with in 125 with is
50 with of 48 with
to 41 with is 49
with of 52 with in
125 with is 43 with
or 50 with the 73
with in 1082 with of
73 with of 54 with
of 119 with in 138
with in 103 with of
74 with of 111 with
of 102 with of 100
with of 43 with of
280 with in 265 with
of 800 with of 70
with on 57 with of
268 with of 46 with
in 1664 with of 43
with of 108 with in
47 with of 62 with
of 47 with of 94
with of 298 with of
43 with of 74 with
of 41 with in 331
with of 72 with to
43 with in 40 with
to 52 with in 54
with of 152 with to
47 with in 114 with
of 131 with to 170
with of 57 with of
65 with in 71 with
of 358 with in 136
with of 58 with in
48 with of 135 with
by 51 with in 105
with by 45 with in
163 with by 48 with
in 135 with by 45
with to 53 with to
44 with to 193 with
of 130 with to 168
with the 43 with to
42 with to 90 with
as 49 with as 527
with by 50 with by
78 with to 107 with
of 44 with the 46
with of 51 with to
87 with on 61 with
of 57 with of 291
with of 92 with in
375 with is 117 with
to 48 with the 53
with to 120 with of
153 with of 108 with
to 128 with of 62
with to 100 with in
56 with in 46 with
to 46 with to 48
with of 41 with in
114 with to 151 with
as 246 with at 77
with in 1275 with is
68 with of 91 with
on 191 with or 94
with the 58 with to
98 with in 43 with
as 213 with at 79
with in 384 with is
99 with on 121 with
or 70 with the 123
with to 193 with in
53 with in 49 with
to 74 with in 79
with in 59 with to
85 with to 835 with
to 462 with of 70
with the 129 with of
96 with on 45 with
of 59 with in 45
with of 246 with in
46 with is 54 with
or 88 with to 49
with at 41 with in
53 with of 64 with
in 60 with by 52
with in 131 with is
66 with to 143 with
in 107 with to 45
with by 176 with the
281 with to 460 with
by 126 with on 49
with to 53 with by
68 with to 139 with
the 72 with of 57
with by 56 with on
105 with in 72 with
in 175 with to 40
with in 71 with to
41 with the 369 with
to 44 with to 132
with the 40 with the
68 with in 115 with
in 58 with of 145
with to 45 with to
143 with of 47 with
or 59 with of 94
with of 43 with the
57 with in 56 with
at 40 with in 80
with or 56 with in
58 with in 98 with
of 129 with in 41
with to 3510 with as
55 with by 90 with
in 79 with the 67
with to 112 with as
129 with at 128 with
by 522 with if 49
with in 234 with on
40 with or 79 with
the 139 with to 132
with on 45 with by
57 with of 207 with
in 240 with of 188
with of 119 with in
83 with on 51 with
of 50 with in 42
with to 71 with in
116 with in 354 with
in 41 with by 45
with by 70 with to
110 with the 179 with
to 56 with to 76
with to 51 with of
80 with to 72 with
by 42 with to 97
with to 134 with as
46 with at 74 with
in 245 with is 42
with on 53 with or
75 with to 81 with
at 141 with in 558
with of 272 with on
84 with or 68 with
to 325 with as 52
with at 133 with in
399 with of 828 with
on 72 with to 71
with at 271 with in
1021 with of 1532 with
on 89 with to 65
with in 107 with in
41 with of 2025 with
of 84 with to 47
with the 103 with in
75 with of 58 with
to 59 with or 75
with in 121 with is
41 with of 45 with
to 47 with on 50
with at 180 with by
47 with in 339 with
is 44 with of 175
with on 61 with to
1528 with of 110 with
in 77 with of 54
with of 70 with in
41 with in 111 with
of 53 with of 61
with by 78 with by
77 with of 50 with
on 46 with he 62
with to 106 with on
44 with in 56 with
in 385 with in 130
with of 51 with in
2325 with of 135 with
in 76 with is 41
with on 44 with in
79 with at 42 with
in 54 with or 409
with to 136 with at
73 with or 43 with
in 168 with of 68
with of 42 with of
102 with the 64 with
of 500 with by 41
with on 162 with of
76 with to 108 with
of 45 with at 49
with on 73 with or
50 with on 115 with
by 41 with on 136
with of 259 with of
188 with of 51 with
to 101 with on 48
with or 43 with in
67 with of 189 with
in 153 with of 57
with of 350 with of
210 with of 55 with
by 81 with of 87
with in 58 with of
46 with uv 54 with
of 148 with to 108
with at 167 with or
153 with to 2491 with
the 77 with to 63
with to 50 with the
78 with the 57 with
the 186 with to 126
with the 70 with in
210 with by 51 with
to 103 with in 57
with or 49 with in
87 with of 188 with
on 45 with to 47
with of 5071 with to
103 with of 162 with
of 126 with to 213
with on 45 with of
167 with of 52 with
of 207 with in 74
with of 517 with or
57 with to 74 with
in 118 with is 60
with or 65 with to
62 with in 92 with
or 41 with on 99
with as 592 with at
595 with by 91 with
do 113 with if 57
with in 3907 with is
879 with it 135 with
of 215 with on 290
with or 2612 with so
50 with the 221 with
to 1678 with or 56
with in 48 with of
3053 with in 53 with
of 167 with of 89
with in 56 with of
1394 with of 83 with
in 93 with in 279
with of 231 with in
113 with of 94 with
of 53 with of 217
with of 101 with of
70 with of 48 with
of 49 with in 45
with of 48 with or
97 with to 61 with
of 241 with of 74
with of 183 with in
47 with of 252 with
or 58 with of 41
with in 1749 with of
131 with in 138 with
of 41 with of 49
with of 46 with of
73 with of 118 with
of 57 with of 331
with or 52 with of
149 with on 51 with
of 1521 with of 68
with of 635 with of
186 with of 130 with
of 109 with of 205
with in 45 with or
90 with of 389 with
of 91 with of 80
with at 49 with in
66 with of 53 with
to 66 with of 217
with in 43 with as
46 with at 47 with
in 1712 with of 464
with on 47 with to
81 with on 78 with
or 104 with in 49
with of 110 with on
46 with or 46 with
or 42 with by 56
with the 42 with in
107 with is 40 with
of 52 with of 46
with in 56 with in
77 with of 109 with
on 93 with or 52
with to 89 with in
48 with in 42 with
in 293 with is 45
with of 57 with on
41 with or 137 with
to 92 with of 49
with or 110 with in
74 with in 90 with
as 105 with in 75
with in 48 with in
93 with in 47 with
in 46 with in 51
with is 43 with in
119 with of 47 with
in 43 with in 72
with is 69 with of
48 with or 60 with
as 118 with in 134
with is 49 with in
106 with of 63 with
in 83 with of 85
with in 68 with to
43 with or 67 with
in 79 with to 175
with or 43 with as
1016 with at 242 with
by 226 with in 1384
with is 432 with of
913 with on 177 with
or 397 with so 56
with the 44 with to
161 with we 52 with
in 50 with to 46
with as 42 with in
170 with it 44 with
or 52 with as 119
with in 190 with is
109 with of 145 with
as 42 with in 111
with as 215 with at
111 with in 346 with
is 54 with of 316
with or 75 with to
48 with in 80 with
as 413 with by 197
with if 45 with in
550 with is 505 with
on 56 with or 485
with the 45 with to
286 with as 240 with
at 73 with by 50
with in 419 with is
101 with on 80 with
or 265 with to 388
with in 200 with the
249 with as 168 with
in 85 with is 108
with of 65 with of
277 with to 80 with
of 168 with in 79
with is 108 with of
45 with by 54 with
in 245 with of 311
with or 59 with at
60 with to 47 with
in 158 with on 40
with the 41 with to
95 with of 106 with
on 194 with of 58
with to 124 with the
436 with in 133 with
the 49 with the 42
with to 442 with the
314 with in 126 with
to 50 with in 80
with to 75 with to
49 with by 49 with
to 174 with or 87
with to 85 with to
66 with to 67 with
in 169 with in 86
with of 99 with by
42 with to 111 with
of 50 with as 108
with in 610 with is
75 with of 112 with
on 123 with or 177
with to 583 with of
43 with to 112 with
in 85 with to 169
with of 69 with in
47 with in 84 with
of 42 with in 64
with as 197 with at
83 with in 1144 with
is 56 with of 50
with on 198 with or
199 with to 999 with
in 77 with of 69
with on 49 with or
40 with as 64 with
of 118 with as 45
with of 100 with or
114 with of 47 with
in 94 with to 211
with of 58 with of
52 with in 353 with
to 71 with on 85
with to 85 with in
105 with of 51 with
of 119 with of 113
with in 66 with on
45 with in 182 with
to 253 with to 67
with at 87 with to
98 with of 59 with
of 44 with in 88
with of 113 with of
113 with in 53 with
of 87 with in 40
with to 60 with or
43 with in 48 with
in 90 with is 78
with or 175 with so
117 with to 1955 with
to 65 with in 48
with of 111 with to
56 with to 144 with
or 65 with to 55
with to 52 with by
102 with in 93 with
of 91 with the 74
with to 169 with to
95 with on 54 with
in 64 with in 56
with of 56 with on
67 with of 134 with
in 81 with it 42
with of 227 with or
62 with the 70 with
by 91 with on 44
with the 41 with of
3527 with or 97 with
on 123 with in 108
with on 13771 with the
137 with to 63 with
in 86 with of 2318
with to 142 with of
94 with to 338 with
to 92 with in 149
with of 130 with in
867 with the 46 with
to 45 with to 363
with of 206 with or
40 with of 47 with
at 71 with of 124
with or 46 with in
292 with on 69 with
or 340 with to 105
with in 56 with of
54 with of 77 with
on 223 with to 164
with in 254 with of
46 with of 51 with
by 40 with to 80
with or 222 with of
74 with of 43 with
or 103 with of 1035
with of 130 with of
576 with to 270 with
of 352 with in 121
with of 90 with to
44 with in 95 with
by 48 with in 67
with of 67 with of
53 with of 42 with
of 341 with of 56
with of 43 with to
76 with in 51 with
is 119 with the 148
with as 59 with in
184 with by 63 with
of 316 with on 89
with of 47 with to
66 with to 92 with
the 64 with to 142
with in 58 with to
42 with in 47 with
the 100 with to 451
with in 80 with or
53 with in 57 with
the 67 with to 329
with of 64 with the
61 with to 65 with
the 56 with the 86
with to 75 with by
51 with in 88 with
the 49 with to 43
with to 51 with of
45 with to 283 with
the 40 with by 65
with in 51 with the
53 with by 63 with
to 76 with to 101
with to 69 with in
141 with to 94 with
to 147 with in 148
with the 128 with to
61 with the 59 with
in 68 with to 127
with of 183 with on
214 with to 105 with
to 91 with of 55
with by 46 with in
100 with in 64 with
of 48 with to 168
with by 339 with to
64 with by 80 with
of 97 with the 110
with to 91 with to
42 with of 1130 with
of 103 with of 203
with of 64 with of
136 with in 50 with
of 1270 with on 59
with of 40 with of
198 with of 126 with
to 65 with in 137
with in 48 with of
58 with of 547 with
of 98 with of 69
with of 60 with of
40 with of 356 with
by 42 with of 131
with of 64 with of
247 with in 52 with
of 1045 with of 75
with at 55 with in
195 with is 59 with
on 77 with to 47
with of 276 with of
44 with in 54 with
or 570 with of 44
with of 52 with in
188 with is 52 with
of 349 with in 72
with of 44 with in
44 with in 46 with
in 43 with in 55
with in 41 with in
46 with if 95 with
in 46 with at 45
with in 321 with of
42 with on 67 with
to 69 with as 48
with in 323 with on
65 with or 60 with
to 169 with on 42
with in 48 with the
126 with the 63 with
of 343 with as 91
with in 109 with to
160 with to 251 with
to 84 with or 43
with in 101 with to
105 with to 94 with
in 49 with on 609
with to 43 with if
43 with on 49 with
by 115 with in 158
with on 442 with the
66 with at 45 with
of 78 with to 42
with of 58 with to
49 with in 55 with
is 69 with of 52
with in 62 with in
231 with is 98 with
of 74 with in 123
with the 42 with as
167 with at 40 with
by 297 with in 113
with of 413 with on
239 with the 196 with
to 42 with of 65
with to 326 with to
53 with of 84 with
of 41 with of 43
with of 43 with of
478 with of 1053 with
or 41 with to 230
with the 73 with of
384 with of 65 with
of 92 with of 176
with to 45 with to
85 with to 45 with
of 88 with of 488
with of 58 with of
496 with of 52 with
of 165 with of 87
with by 45 with in
145 with on 298 with
by 88 with in 247
with on 820 with the
44 with to 67 with
to 116 with by 45
with in 224 with of
73 with on 177 with
the 61 with to 163
with of 89 with of
40 with of 630 with
in 42 with of 771
with of 171 with in
119 with to 112 with
in 124 with of 456
with of 64 with of
64 with of 44 with
of 317 with in 46
with the 57 with of
76 with to 106 with
in 81 with the 73
with to 142 with by
40 with to 46 with
in 107 with or 147
with to 108 with to
47 with in 80 with
on 92 with in 87
with is 52 with of
101 with or 79 with
in 52 with in 60
with by 65 with or
53 with to 76 with
by 43 with of 122
with in 109 with of
69 with in 68 with
to 75 with in 55
with of 189 with of
153 with of 46 with
of 696 with the 73
with of 41 with of
40 with of 287 with
of 99 with the 131
with to 70 with of
1920 with of 1120 with
of 151 with of 164
with as 96 with of
52 with of 483 with
of 397 with of 74
with to 95 with in
89 with is 48 with
of 365 with by 47
with to 110 with on
57 with to 63 with
in 51 with to 44
with of 41 with an
251 with as 113 with
in 76 with no 162
with the 852 with up
53 with in 59 with
of 243 with up 40
with it 61 with by
75 with in 58 with
the 72 with of 54
with in 219 with or
53 with to 81 with
of 119 with by 1101
with on 48 with the
66 with the 141 with
in 40 with in 86
with by 74 with by
77 with in 229 with
is 77 with as 43
with at 59 with in
74 with of 44 with
on 49 with in 76
with by 102 with an
68 with the 106 with
by 116 with the 46
with by 98 with in
404 with in 81 with
in 44 with of 356
with at 47 with by
484 with to 43 with
in 115 with is 46
with of 87 with it
104 with the 156 with
of 55 with in 56
with of 155 with is
103 with of 126 with
is 44 with is 56
with of 42 with to
43 with is 97 with
in 85 with is 44
with to 48 with is
54 with is 61 with
of 77 with is 54
with is 41 with to
68 with is 73 with
of 100 with on 60
with at 107 with to
139 with is 234 with
is 179 with is 200
with to 60 with is
70 with of 47 with
is 81 with he 90
with is 961 with of
40 with of 55 with
ii 41 with in 51
with the 99 with at
90 with do 96 with
go 104 with in 386
with of 537 with or
55 with in 44 with
of 300 with in 45
with is 138 with of
50 with is 47 with
it 60 with is 106
with is 83 with is
100 with of 60 with
is 74 with of 44
with of 54 with of
49 with of 47 with
is 44 with of 69
with or 52 with is
72 with is 58 with
or 55 with is 54
with in 121 with is
770 with in 62 with
of 301 with is 49
with of 72 with in
95 with at 74 with
in 582 with is 4252
with of 76 with on
50 with is 224 with
of 194 with is 143
with of 136 with to
63 with in 63 with
of 77 with is 90
with is 94 with is
46 with he 62 with
it 51 with the 44
with is 57 with is
92 with is 1310 with
of 612 with is 149
with is 68 with is
53 with in 67 with
is 51 with is 336
with is 145 with is
72 with he 86 with
in 72 with is 267
with on 52 with of
44 with is 116 with
is 56 with in 46
with of 112 with is
74 with is 60 with
is 207 with of 58
with is 146 with is
494 with is 89 with
ii 47 with is 76
with is 46 with in
52 with of 163 with
in 78 with of 75
with he 178 with it
230 with the 122 with
we 133 with of 41
with is 91 with in
60 with of 47 with
in 121 with of 157
with he 46 with on
102 with of 169 with
is 243 with is 70
with we 52 with is
93 with is 100 with
he 110 with it 44
with the 93 with in
74 with of 265 with
of 68 with or 55
with in 69 with is
147 with to 110 with
in 70 with is 327
with of 42 with is
50 with is 59 with
of 392 with is 74
with he 410 with of
51 with of 116 with
is 199 with is 112
with the 75 with in
109 with of 156 with
is 73 with of 94
with is 62 with is
68 with is 122 with
is 202 with is 209
with is 57 with of
54 with of 56 with
to 42 with in 42
with at 61 with in
339 with of 1805 with
in 109 with of 106
with of 155 with of
174 with he 85 with
it 89 with the 147
with we 89 with of
1031 with is 50 with
of 64 with is 572
with or 95 with in
130 with of 95 with
is 57 with of 101
with to 192 with is
50 with is 65 with
we 51 with to 43
with the 41 with in
235 with of 70 with
on 44 with on 108
with as 47 with at
65 with in 738 with
is 58 with of 163
with on 75 with or
119 with the 48 with
to 127 with in 48
with in 94 with of
172 with of 51 with
in 103 with of 186
with at 109 with in
85 with of 47 with
at 61 with as 130
with in 193 with or
46 with as 219 with
in 55 with in 109
with to 45 with in
74 with in 68 with
to 53 with on 47
with no 64 with in
45 with in 62 with
in 267 with on 72
with in 100 with on
49 with on 45 with
as 58 with at 129
with in 488 with on
98 with or 41 with
of 61 with of 74
with of 45 with of
41 with in 119 with
of 261 with on 83
with to 47 with of
45 with of 55 with
of 42 with of 53
with the 60 with it
46 with the 140 with
he 66 with the 106
with to 137 with he
119 with it 71 with
the 76 with we 93
with he 94 with we
40 with he 117 with
it 52 with or 107
with he 119 with he
77 with co 352 with
he 140 with the 60
with he 349 with the
42 with he 153 with
of 64 with the 144
with he 61 with the
44 with he 233 with
it 282 with the 192
with we 93 with the
45 with we 43 with
he 50 with the 108
with he 61 with we
68 with we 40 with
he 201 with it 43
with the 45 with we
57 with he 105 with
he 53 with he 55
with it 50 with no
40 with the 61 with
we 67 with he 97
with the 49 with we
47 with the 60 with
it 69 with the 270
with he 605 with it
109 with the 141 with
he 149 with of 42
with of 63 with of
62 with of 87 with
of 104 with of 96
with of 264 with in
51 with in 70 with
to 776 with it 46
with to 54 with on
48 with at 48 with
in 178 with to 60
with by 74 with the
50 with to 130 with
to 46 with to 149
with to 182 with the
48 with the 55 with
in 164 with to 327
with in 452 with in
56 with in 54 with
the 47 with as 91
with in 42 with to
53 with at 105 with
in 92 with by 63
with of 55 with the
41 with of 82 with
the 236 with the 279
with to 137 with the
91 with the 127 with
by 62 with to 178
with to 73 with to
76 with in 57 with
of 85 with of 63
with in 59 with in
342 with to 72 with
in 72 with by 65
with by 88 with in
95 with of 114 with
of 40 with in 50
with as 43 with in
139 with of 61 with
in 69 with in 50
with in 48 with in
140 with if 54 with
be 90 with in 95
with on 174 with to
76 with to 40 with
to 50 with of 65
with in 52 with of
53 with of 66 with
of 76 with of 84
with of 99 with of
45 with of 70 with
the 58 with in 43
wit to 49 wit or
48 wit in 104 wit
me 65 wit in 217
wit of 144 wit the
56 wit in 68 won
to 61 won in 57
won on 95 won of
42 won in 179 won
in 87 won to 48
won in 70 won in
200 won in 50 won
