nay involve the execution 50
not capable of abandoning 114
not capable of absolute 279
not capable of abstract 343
not capable of accounting 821
not capable of accurate 470
not capable of activating 369
not capable of actively 63
not capable of actually 163
not capable of additions 74
not capable of addressing 420
not capable of adequate 235
not capable of advanced 48
not capable of affection 41
not capable of analysis 401
not capable of appetite 63
not capable of argument 42
not capable of artifice 72
not capable of assembling 48
not capable of associating 42
not capable of attempting 58
not capable of attracting 206
not capable of benefiting 282
not capable of business 43
not capable of catalyzing 111
not capable of challenging 187
not capable of chemical 87
not capable of collecting 129
not capable of comforting 88
not capable of commanding 258
not capable of committing 1276
not capable of complete 771
not capable of completing 465
not capable of conceiving 651
not capable of concluding 65
not capable of conducting 946
not capable of conferring 209
not capable of confirming 66
not capable of conforming 68
not capable of connecting 72
not capable of conquering 60
not capable of conscious 130
not capable of consenting 359
not capable of conspiring 48
not capable of constant 77
not capable of containing 1018
not capable of contending 68
not capable of continuing 375
not capable of conversing 69
not capable of converting 210
not capable of convincing 196
not capable of correcting 224
not capable of countering 46
not capable of criminal 81
not capable of critical 76
not capable of decisive 52
not capable of definite 247
not capable of delineating 44
not capable of delivering 1055
not capable of delivery 228
not capable of descending 47
not capable of describing 947
not capable of destroying 610
not capable of detailed 103
not capable of detection 88
not capable of developing 1466
not capable of digestion 90
not capable of directly 396
not capable of discerning 1005
not capable of discussing 228
not capable of dispensing 153
not capable of displacing 85
not capable of displaying 622
not capable of disproof 78
not capable of dissolving 284
not capable of distinct 145
not capable of disturbing 95
not capable of dominating 55
not capable of economic 98
not capable of education 130
not capable of emotional 44
not capable of engendering 61
not capable of entirely 81
not capable of estimating 282
not capable of evaluating 372
not capable of execution 160
not capable of exercising 1360
not capable of exhausting 113
not capable of exhibiting 187
not capable of expansion 373
not capable of explaining 1541
not capable of explicit 40
not capable of exploiting 160
not capable of expressing 1671
not capable of extended 66
not capable of extension 642
not capable of extracting 188
not capable of extremes 65
not capable of fermenting 58
not capable of foreseeing 119
not capable of forgetting 127
not capable of fulfilling 1338
not capable of functioning 1593
not capable of furnishing 561
not capable of generating 3838
not capable of gratifying 45
not capable of hydrogen 83
not capable of imitation 67
not capable of immediate 541
not capable of impressing 43
not capable of indicating 169
not capable of infinite 249
not capable of infinity 105
not capable of inflation 59
not capable of inflicting 223
not capable of informed 100
not capable of inheriting 261
not capable of inhibiting 136
not capable of internal 49
not capable of intimacy 58
not capable of inversion 77
not capable of isolation 45
not capable of judgment 91
not capable of justifying 117
not capable of liberating 70
not capable of military 48
not capable of mobilizing 103
not capable of moderating 42
not capable of monitoring 304
not capable of movement 199
not capable of multiple 51
not capable of muscular 52
not capable of negotiating 126
not capable of notorious 80
not capable of nourishing 86
not capable of operation 99
not capable of ordinary 99
not capable of organizing 425
not capable of original 111
not capable of overcoming 553
not capable of partition 96
not capable of pecuniary 248
not capable of perceiving 978
not capable of performing 9540
